file,Chamber,incapacitation,date,group,rep,genotype,cross,set_id,backg_id,Gname
2021-04-02_RNAi-61174.25750-1_group1_23,23,163.268,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_24,24,202.282,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_26,26,205.335,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_27,27,199.197,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_28,28,111.276,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_29,29,149.082,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-02_RNAi-61174.25750-1_group1_30,30,191.087,2021-04-02,group1,1,61174,25750,61174_25750,attP40,FBgn0038849
2021-4-02_RNAi-38523.3954-1_group1_2,2,194.261,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_3,3,110.037,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_4,4,127.518,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_5,5,122.245,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_6,6,97.313,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_7,7,119.463,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_8,8,110.037,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_9,9,85.088,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_10,10,112.225,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-38523.3954-1_group1_11,11,123.254,2021-4-02,group1,1,38523,3954,38523_3954,attP40,AnxB9
2021-4-02_RNAi-44425.25750-1_group1_19,19,67.096,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_20,20,135.575,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_21,21,200.288,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_22,22,219.346,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_23,23,45.462,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_27,27,113.164,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_28,28,110.455,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_29,29,132.262,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_30,30,145.353,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.25750-1_group1_31,31,110.455,2021-4-02,group1,1,44425,25750,44425_25750,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_19,19,153.412,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_20,20,84.025,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_21,21,116.174,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_22,22,99.203,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_23,23,98.106,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_27,27,77.257,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_28,28,113.441,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_29,29,121.177,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_30,30,124.515,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-44425.3954-1_group1_31,31,127.113,2021-4-02,group1,1,44425,3954,44425_3954,attP40,Cortactin
2021-4-02_RNAi-51411.25750-1_group1_0,0,106.24,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_1,1,165.288,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_2,2,131.016,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_3,3,107.314,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_4,4,115.113,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_5,5,138.195,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_6,6,149.378,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_7,7,177.275,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_8,8,107.314,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-51411.25750-1_group1_9,9,150.531,2021-4-02,group1,1,51411,25750,51411_25750,attP40,Atpalpha
2021-4-02_RNAi-55316.25750-1_group1_19,19,135.296,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_20,20,39.218,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_21,21,133.507,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_22,22,51.372,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_23,23,102.413,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_27,27,103.441,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_28,28,118.334,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_29,29,132.398,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_30,30,109.348,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-55316.25750-1_group1_31,31,99.305,2021-4-02,group1,1,55316,25750,55316_25750,attP40,Mvl
2021-4-02_RNAi-57526.25750-1_group1_19,19,171.432,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_20,20,270.215,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_21,21,201.063,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_22,22,138.271,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_23,23,156.457,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_27,27,167.27,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_28,28,162.513,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_29,29,147.197,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_30,30,172.454,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.25750-1_group1_31,31,146.172,2021-4-02,group1,1,57526,25750,57526_25750,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_19,19,207.346,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_20,20,121.24,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_21,21,225.055,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_22,22,117.409,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_23,23,135.023,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_27,27,114.172,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_28,28,120.122,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_29,29,73.14,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_30,30,177.428,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-57526.3954-1_group1_31,31,153.452,2021-4-02,group1,1,57526,3954,57526_3954,attP40,Alp5
2021-4-02_RNAi-58111.25750-1_group1_19,19,163.322,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_20,20,129.544,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_21,21,189.327,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_22,22,46.228,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_23,23,113.446,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_27,27,103.346,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_28,28,99.526,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_29,29,42.188,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_30,30,143.506,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.25750-1_group1_31,31,139.101,2021-4-02,group1,1,58111,25750,58111_25750,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_20,20,160.364,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_21,21,93.395,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_22,22,103.109,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_23,23,95.069,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_27,27,37.441,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_28,28,103.109,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_29,29,112.033,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-58111.3954-1_group1_30,30,151.092,2021-4-02,group1,1,58111,3954,58111_3954,attP40,AnxB9
2021-4-02_RNAi-60074.3954-1_group2_27,27,124.049,2021-4-02,group2,1,60074,3954,60074_3954,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_19,19,98.348,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_20,20,131.228,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_21,21,123.093,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_22,22,111.487,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_23,23,84.148,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_27,27,89.237,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_28,28,89.237,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_29,29,102.491,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_30,30,91.42,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60074.25750-1_group1_31,31,100.127,2021-4-02,group1,1,60074,25750,60074_25750,attP40,FBgn0051207
2021-4-02_RNAi-60119.3954-1_group2_28,28,78.39,2021-4-02,group2,1,60119,3954,60119_3954,attP40,FBgn0038852
2021-04-03_RNAi-55183.25750-1_group1_20,20,207.492,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_21,21,51.103,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_22,22,210.382,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_23,23,179.552,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_24,24,97.268,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_26,26,115.347,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_27,27,176.414,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_28,28,176.414,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_29,29,205.707,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55183.25750-1_group1_30,30,142.038,2021-04-03,group1,1,55183,25750,55183_25750,attP40,r-1
2021-04-03_RNAi-55316.3954-1_group1_20,20,204.228,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_21,21,198.486,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_22,22,173.139,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_23,23,48.187,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_24,24,169.277,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_26,26,155.522,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_27,27,168.101,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_28,28,139.167,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_29,29,120.459,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-55316.3954-1_group1_30,30,127.061,2021-04-03,group1,1,55316,3954,55316_3954,attP40,Mvl
2021-04-03_RNAi-58111.3954-1_group2_24,24,153.546,2021-04-03,group2,1,58111,3954,58111_3954,attP40,AnxB9
2021-04-03_RNAi-58111.3954-1_group2_26,26,92.334,2021-04-03,group2,1,58111,3954,58111_3954,attP40,AnxB9
2021-04-06_RNAi-27657.3954-1_group1_17,17,214.182,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_18,18,215.213,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_19,19,240.164,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_20,20,183.171,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_21,21,201.323,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_29,29,154.556,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_30,30,138.055,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_31,31,149.366,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_32,32,212.237,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-27657.3954-1_group1_33,33,138.055,2021-04-06,group1,1,27657,3954,27657_3954,attP2,FBgn0038851(dmrt93B)
2021-04-06_RNAi-32871.3954-1_group1_17,17,132.25,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_18,18,123.395,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_19,19,124.532,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_20,20,182.024,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_21,21,268.451,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_29,29,135.01,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_30,30,167.095,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_31,31,145.39,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_32,32,150.282,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.3954-1_group1_33,33,183.212,2021-04-06,group1,1,32871,3954,32871_3954,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_20,20,225.412,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_21,21,172.388,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_22,22,283.259,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_23,23,234.459,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_24,24,257.149,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_26,26,304.056,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_27,27,219.113,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_28,28,278.216,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_29,29,170.28,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.25750-2_group1_30,30,178.715,2021-04-06,group1,2,32871,25750,32871_25750,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_17,17,147.542,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_18,18,131.438,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_19,19,100.134,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_20,20,132.568,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_21,21,239.133,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_29,29,192.209,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_30,30,211.277,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_31,31,74.267,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_32,32,206.159,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-32871.51941-2_group1_33,33,240.112,2021-04-06,group1,2,32871,51941,32871_51941,attP2,Cortactin
2021-04-06_RNAi-33646.51941-2_group1_20,20,126.392,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_21,21,190.284,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_22,22,220.5,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_23,23,236.414,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_24,24,218.078,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_26,26,226.204,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_27,27,203.437,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_28,28,154.285,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_29,29,215.351,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-33646.51941-2_group1_30,30,220.5,2021-04-06,group1,2,33646,51941,33646_51941,attP2,Atpalpha
2021-04-06_RNAi-35027.25750-2_group1_17,17,275.228,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_18,18,247.465,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_19,19,278.07,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_20,20,212.28,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_21,21,225.534,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_29,29,187.475,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_30,30,300.374,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_31,31,244.257,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_32,32,126.082,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.25750-2_group1_33,33,279.127,2021-04-06,group1,2,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_17,17,161.165,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_18,18,232.259,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_19,19,230.179,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_20,20,161.165,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_21,21,199.304,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_29,29,161.165,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_30,30,115.318,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_31,31,202.323,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_32,32,135.583,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.3954-1_group1_33,33,161.165,2021-04-06,group1,1,35027,3954,35027_3954,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_17,17,333.259,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_18,18,218.455,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_19,19,278.258,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_20,20,206.41,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_21,21,263.496,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_29,29,256.403,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_30,30,223.234,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_31,31,232.178,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_32,32,228.48,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-35027.51941-2_group1_33,33,247.389,2021-04-06,group1,2,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-06_RNAi-38523.25750-2_group1_17,17,163.144,2021-04-06,group1,2,38523,25750,38523_25750,attP40,AnxB9
2021-04-06_RNAi-38523.25750-2_group1_18,18,272.001,2021-04-06,group1,2,38523,25750,38523_25750,attP40,AnxB9
2021-04-06_RNAi-38523.25750-2_group1_19,19,204.531,2021-04-06,group1,2,38523,25750,38523_25750,attP40,AnxB9
