"feature","id","pval","qval","tname"
"gene","MSTRG.10439",0,0,"MSTRG.10439.1"
"gene","MSTRG.10527",0,0,"FBtr0075806"
"gene","MSTRG.12459",0,0,"MSTRG.12459.1"
"gene","MSTRG.14031",0,0,"FBtr0082512"
"gene","MSTRG.14035",0,0,"FBtr0082482"
"gene","MSTRG.14139",0,0,"MSTRG.14139.1"
"gene","MSTRG.14140",0,0,"MSTRG.14140.1"
"gene","MSTRG.14141",0,0,"MSTRG.14141.1"
"gene","MSTRG.14142",0,0,"MSTRG.14142.1"
"gene","MSTRG.14143",0,0,"MSTRG.14143.1"
"gene","MSTRG.15961",0,0,"FBtr0084589"
"gene","MSTRG.1640",0,0,"FBtr0290272"
"gene","MSTRG.1644",0,0,"MSTRG.1644.1"
"gene","MSTRG.1645",0,0,"MSTRG.1645.1"
"gene","MSTRG.1647",0,0,"FBtr0079499"
"gene","MSTRG.17385",0,0,"MSTRG.17385.1"
"gene","MSTRG.20953",0,0,"MSTRG.20953.1"
"gene","MSTRG.21064",0,0,"MSTRG.21064.1"
"gene","MSTRG.21066",0,0,"MSTRG.21066.1"
"gene","MSTRG.254",0,0,"MSTRG.254.1"
"gene","MSTRG.4034",0,0,"MSTRG.4034.1"
"gene","MSTRG.4214",0,0,"MSTRG.4214.1"
"gene","MSTRG.4408",0,0,"MSTRG.4408.1"
"gene","MSTRG.4469",0,0,"MSTRG.4469.1"
"gene","MSTRG.4596",0,0,"MSTRG.4596.1"
"gene","MSTRG.5005",0,0,"FBtr0290280"
"gene","MSTRG.6136",0,0,"FBtr0087451"
"gene","MSTRG.8580",0,0,"FBtr0345027"
"gene","MSTRG.8675",0,0,"FBtr0332873"
"gene","MSTRG.9081",0,0,"FBtr0077123"
"gene","MSTRG.9748",0,0,"FBtr0076497"
"gene","MSTRG.9751",0,0,"FBtr0076496"
"gene","MSTRG.9755",0,0,"FBtr0076453"
"gene","MSTRG.9757",0,0,"FBtr0076454"
"gene","MSTRG.9760",0,0,"FBtr0309505"
"gene","MSTRG.16030",1.11022302462516e-16,2.48011487889875e-14,"FBtr0084611"
"gene","MSTRG.11725",2.22044604925031e-16,4.6991650337029e-14,"FBtr0089463"
"gene","MSTRG.9657",2.22044604925031e-16,4.6991650337029e-14,"MSTRG.9657.1"
"gene","MSTRG.8639",4.44089209850063e-16,9.15734724516462e-14,"MSTRG.8639.2"
"gene","MSTRG.1646",6.66133814775094e-16,1.30659710693203e-13,"MSTRG.1646.1"
"gene","MSTRG.9749",6.66133814775094e-16,1.30659710693203e-13,"FBtr0100653"
"gene","MSTRG.14144",7.7715611723761e-16,1.48806892733925e-13,"MSTRG.14144.1"
"gene","MSTRG.16216",1.11022302462516e-15,2.07637524745012e-13,"FBgn0263002"
"gene","MSTRG.7593",1.22124532708767e-15,2.23210339100888e-13,"FBtr0071883"
"gene","MSTRG.5300",1.99840144432528e-15,3.5713654256142e-13,"FBtr0331945"
"gene","MSTRG.1450",2.22044604925031e-15,3.881918940885e-13,"FBtr0343863"
"gene","MSTRG.9069",2.66453525910038e-15,4.55918990503941e-13,"MSTRG.9069.1"
"gene","MSTRG.10572",3.5527136788005e-15,5.95227570935701e-13,"FBtr0075771"
"gene","MSTRG.11726",3.77475828372553e-15,6.19522573831035e-13,"MSTRG.11726.1"
"gene","MSTRG.905",4.32986979603811e-15,6.9641625799477e-13,"MSTRG.905.1"
"gene","MSTRG.10931",4.88498130835069e-15,7.70294503563848e-13,"FBtr0075369"
"gene","MSTRG.6866",6.43929354282591e-15,9.95861512911653e-13,"FBtr0344533"
"gene","MSTRG.8334",1.11022302462516e-14,1.68460633283689e-12,"FBtr0072670"
"gene","MSTRG.2736",1.14352971536391e-14,1.68828183756308e-12,"FBtr0080591"
"gene","MSTRG.11233",1.15463194561016e-14,1.68828183756308e-12,"MSTRG.11233.1"
"gene","MSTRG.18292",1.24344978758018e-14,1.7856827128071e-12,"FBtr0070821"
"gene","MSTRG.6436",1.31006316905768e-14,1.84833824658981e-12,"FBtr0087092"
"gene","MSTRG.13036",1.54321000422897e-14,2.13974049207058e-12,"MSTRG.13036.1"
"gene","MSTRG.1948",1.79856129989275e-14,2.45153050402331e-12,"FBtr0079856"
"gene","MSTRG.17818",1.86517468137026e-14,2.49995579792994e-12,"FBtr0070477"
"gene","MSTRG.14602",1.90958360235527e-14,2.51751989018706e-12,"MSTRG.14602.1"
"gene","MSTRG.20690",1.99840144432528e-14,2.59212006697805e-12,"MSTRG.20690.1"
"gene","MSTRG.5080",2.06501482580279e-14,2.63600781414382e-12,"FBtr0088559"
"gene","MSTRG.12328",2.40918396343659e-14,3.02729022405579e-12,"MSTRG.12328.1"
"gene","MSTRG.9611",2.4757973449141e-14,3.06313265350757e-12,"FBtr0076623"
"gene","MSTRG.9778",2.65343302885412e-14,3.19823769457988e-12,"FBtr0344978"
"gene","MSTRG.4046",2.66453525910038e-14,3.19823769457988e-12,"MSTRG.4046.1"
"gene","MSTRG.17275",2.97539770599542e-14,3.51884534582576e-12,"MSTRG.17275.1"
"gene","MSTRG.18299",3.48610029732299e-14,4.0630751581263e-12,"FBtr0290235"
"gene","MSTRG.16887",3.77475828372553e-14,4.33665801681725e-12,"FBtr0339147"
"gene","MSTRG.15767",5.57331958361829e-14,6.27469064361384e-12,"FBtr0084362"
"gene","MSTRG.5939",5.61772850460329e-14,6.27469064361384e-12,"FBtr0332255"
"gene","MSTRG.17587",7.17204073907851e-14,7.90103446899581e-12,"FBtr0070186"
"gene","MSTRG.1216",7.76045894212984e-14,8.433731190893e-12,"FBtr0300020"
"gene","MSTRG.8021",8.06021915877864e-14,8.64270432998637e-12,"MSTRG.8021.5"
"gene","MSTRG.19167",8.85957973650875e-14,9.37483424223728e-12,"FBtr0073456"
"gene","MSTRG.9621",9.57012247226885e-14,9.99518505480339e-12,"FBtr0076638"
"gene","MSTRG.12126",9.99200722162641e-14,1.03020156508102e-11,"MSTRG.12126.1"
"gene","MSTRG.2305",1.15685239165941e-13,1.17764644730696e-11,"MSTRG.2305.1"
"gene","MSTRG.13155",1.64757096854373e-13,1.65622071612859e-11,"FBtr0081627"
"gene","MSTRG.12475",1.69420033557799e-13,1.68206902453311e-11,"MSTRG.12475.1"
"gene","MSTRG.20167",1.88959958791202e-13,1.85319022999859e-11,"MSTRG.20167.1"
"gene","MSTRG.2211",2.04058991926104e-13,1.95787354582779e-11,"MSTRG.2211.1"
"gene","MSTRG.1725",2.04503081135954e-13,1.95787354582779e-11,"FBtr0110894"
"gene","MSTRG.16217",2.14717132962505e-13,2.03147668621702e-11,"FBtr0084817"
"gene","MSTRG.16507",2.71116462613463e-13,2.53525417713659e-11,"FBtr0085136"
"gene","MSTRG.13817",2.77999845366139e-13,2.56974109934999e-11,"FBtr0082280"
"gene","MSTRG.3489",3.62043728330264e-13,3.30858598094543e-11,"FBtr0081253"
"gene","MSTRG.18414",3.97459842815806e-13,3.5914292763199e-11,"MSTRG.18414.2"
"gene","MSTRG.16663",4.19886347913234e-13,3.75191778879803e-11,"FBtr0300611"
"gene","MSTRG.16207",4.73843186910017e-13,4.18752407596742e-11,"FBtr0114505"
"gene","MSTRG.1201",4.89386309254769e-13,4.27787467285527e-11,"MSTRG.1201.1"
"gene","MSTRG.9752",4.95714580495132e-13,4.2865985552063e-11,"MSTRG.9752.1"
"gene","MSTRG.13318",8.95838958570039e-13,7.66418819661729e-11,"MSTRG.13318.1"
"gene","MSTRG.6435",9.52571355128384e-13,8.06376719783418e-11,"FBtr0087087"
"gene","MSTRG.3944",1.01352259918031e-12,8.49036327355002e-11,"MSTRG.3944.1"
"gene","MSTRG.1974",1.06770148278201e-12,8.85201579848758e-11,"MSTRG.1974.1"
"gene","MSTRG.11001",1.19015908239817e-12,9.76659116392456e-11,"FBtr0075364"
"gene","MSTRG.6455",1.45061740397523e-12,1.17837021846149e-10,"FBtr0087107"
"gene","MSTRG.10955",1.52589052504482e-12,1.22712116024104e-10,"FBtr0075424"
"gene","MSTRG.6495",1.54143364738957e-12,1.22734746458484e-10,"MSTRG.6495.1"
"gene","MSTRG.5053",1.61415325550252e-12,1.27264906674032e-10,"FBtr0088683"
"gene","MSTRG.376",1.9444446053285e-12,1.50761414036565e-10,"FBtr0078131"
"gene","MSTRG.699",1.94966265354424e-12,1.50761414036565e-10,"FBtr0100485"
"gene","MSTRG.16358",2.17370565991359e-12,1.6596741591109e-10,"MSTRG.16358.1"
"gene","MSTRG.6719",2.18758344772141e-12,1.6596741591109e-10,"FBtr0089546"
"gene","MSTRG.18711",2.25020002631027e-12,1.67655765813556e-10,"FBtr0071167"
"gene","MSTRG.20360",2.25153229393982e-12,1.67655765813556e-10,"MSTRG.20360.1"
"gene","MSTRG.18581",2.27373675443232e-12,1.67755880542612e-10,"FBtr0071065"
"gene","MSTRG.8462",2.53863596810788e-12,1.85597367777487e-10,"FBtr0332673"
"gene","MSTRG.12787",2.70117261891301e-12,1.9570117298467e-10,"FBtr0078860"
"gene","MSTRG.3864",2.98638891393921e-12,2.14433389695528e-10,"FBtr0085904"
"gene","MSTRG.580",3.09996472935836e-12,2.20618728792035e-10,"MSTRG.580.1"
"gene","MSTRG.14783",3.73034936274053e-12,2.63153241887362e-10,"MSTRG.14783.1"
"gene","MSTRG.15373",3.76920716860241e-12,2.63582296086092e-10,"FBtr0083935"
"gene","MSTRG.14993",4.21807033745836e-12,2.92428634946897e-10,"FBtr0083563"
"gene","MSTRG.13715",4.53359572105683e-12,3.11616895630248e-10,"FBtr0082181"
"gene","MSTRG.20503",4.5834447348625e-12,3.12373411506476e-10,"MSTRG.20503.1"
"gene","MSTRG.2200",4.71767069853968e-12,3.16661067737793e-10,"FBtr0336851"
"gene","MSTRG.21151",4.72510919280467e-12,3.16661067737793e-10,"MSTRG.21151.1"
"gene","MSTRG.923",5.04130071021791e-12,3.35059010839442e-10,"FBtr0113019"
"gene","MSTRG.2843",5.08326714054874e-12,3.35078970035188e-10,"FBtr0080670"
"gene","MSTRG.6721",5.14255305006373e-12,3.36230988850508e-10,"FBtr0089560"
"gene","MSTRG.13192",6.10411721169157e-12,3.95881537229223e-10,"FBtr0334889"
"gene","MSTRG.7120",6.98374691410208e-12,4.49306341465672e-10,"FBtr0342680"
"gene","MSTRG.5087",7.27862214944253e-12,4.64560947030292e-10,"MSTRG.5087.2"
"gene","MSTRG.2354",8.20854495486856e-12,5.19788334858685e-10,"FBtr0080281"
"gene","MSTRG.6031",8.96505092384814e-12,5.63257340074896e-10,"MSTRG.6031.1"
"gene","MSTRG.17108",9.63940038900546e-12,6.00930681615364e-10,"FBtr0085710"
"gene","MSTRG.10674",1.01137986874278e-11,6.21731100869044e-10,"MSTRG.10674.1"
"gene","MSTRG.14541",1.01276764752356e-11,6.21731100869044e-10,"FBtr0083057"
"gene","MSTRG.14610",1.03929087558186e-11,6.33180092532521e-10,"MSTRG.14610.3"
"gene","MSTRG.4594",1.13156151115845e-11,6.84211855092953e-10,"MSTRG.4594.1"
"gene","MSTRG.3406",1.18391962899977e-11,7.10528481822103e-10,"FBtr0081141"
"gene","MSTRG.13113",1.23858701073232e-11,7.3783086965254e-10,"FBtr0081692"
"gene","MSTRG.15462",1.27183819031984e-11,7.520678475406e-10,"FBtr0084016"
"gene","MSTRG.15224",1.42302836181329e-11,8.35328035452738e-10,"FBtr0083791"
"gene","MSTRG.10840",1.51626489142132e-11,8.83608859189146e-10,"FBtr0075512"
"gene","MSTRG.9022",1.54442014732581e-11,8.9354149818663e-10,"MSTRG.9022.1"
"gene","MSTRG.10778",1.61222146743967e-11,9.26106074367843e-10,"FBtr0305611"
"gene","MSTRG.2379",1.72653003005507e-11,9.84734361822901e-10,"FBtr0310149"
"gene","MSTRG.10990",1.75408576552627e-11,9.93405473687483e-10,"FBtr0075393"
"gene","MSTRG.7738",2.024402867562e-11,1.13847887139396e-09,"FBtr0114541"
"gene","MSTRG.10940",2.21331841743222e-11,1.23607685506874e-09,"FBtr0075375"
"gene","MSTRG.20422",2.61592969508229e-11,1.45084873157598e-09,"FBtr0074669"
"gene","MSTRG.8070",3.10033110295649e-11,1.70773032397096e-09,"FBtr0301890"
"gene","MSTRG.2711",3.13058468037752e-11,1.71266408160517e-09,"FBtr0080558"
"gene","MSTRG.6605",3.34446914607156e-11,1.81731222112888e-09,"FBtr0300762"
"gene","MSTRG.15993",3.51616513682984e-11,1.89778523693863e-09,"MSTRG.15993.1"
"gene","MSTRG.5789",3.66625618752892e-11,1.96560215067384e-09,"FBtr0087788"
"gene","MSTRG.7288",3.7082115156295e-11,1.97492960322466e-09,"FBtr0071578"
"gene","MSTRG.7223",3.76110254052264e-11,1.98992017308441e-09,"FBtr0071561"
"gene","MSTRG.11220",4.05402378333974e-11,2.13087969056328e-09,"FBtr0075140"
"gene","MSTRG.6840",4.186540003559e-11,2.17692579518314e-09,"FBtr0086669"
"gene","MSTRG.11436",4.19576595689364e-11,2.17692579518314e-09,"FBtr0074979"
"gene","MSTRG.16357",4.61568561149761e-11,2.37515136221254e-09,"MSTRG.16357.1"
"gene","MSTRG.11619",4.63689087126795e-11,2.37515136221254e-09,"FBtr0113436"
"gene","MSTRG.9640",4.7020498605832e-11,2.39328385941836e-09,"MSTRG.9640.1"
"gene","MSTRG.13109",4.84846607307077e-11,2.4522870540651e-09,"FBtr0081689"
"gene","MSTRG.10957",5.09408071280859e-11,2.56041231827542e-09,"FBtr0075384"
"gene","MSTRG.11307",5.26065857542335e-11,2.61458119626625e-09,"FBtr0075094"
"gene","MSTRG.20950",5.26687582436125e-11,2.61458119626625e-09,"MSTRG.20950.1"
"gene","MSTRG.17457",5.44404521463093e-11,2.68595163288724e-09,"FBtr0070094"
"gene","MSTRG.5220",5.67148550345564e-11,2.78110283041404e-09,"FBtr0339403"
"gene","MSTRG.15291",5.72594194281351e-11,2.79078940024886e-09,"FBtr0083866"
"gene","MSTRG.1378",6.0812244129238e-11,2.94609679088754e-09,"FBtr0079207"
"gene","MSTRG.18379",6.74305056236335e-11,3.24716243248659e-09,"FBtr0070907"
"gene","MSTRG.9830",7.35991267930558e-11,3.52312010517711e-09,"MSTRG.9830.4"
"gene","MSTRG.5692",7.95128407560242e-11,3.78368204354998e-09,"FBtr0087920"
"gene","MSTRG.16909",8.00899346842243e-11,3.78872502782666e-09,"FBtr0085541"
"gene","MSTRG.9634",8.31839042092497e-11,3.91207577573559e-09,"FBtr0076639"
"gene","MSTRG.15564",8.39033287292068e-11,3.92296842814117e-09,"FBtr0084155"
"gene","MSTRG.9108",8.84772255460575e-11,4.11291241526818e-09,"FBtr0333264"
"gene","MSTRG.9973",1.02744701635515e-10,4.74869477329204e-09,"FBtr0076288"
"gene","MSTRG.8713",1.03711816912266e-10,4.76600246633398e-09,"FBtr0073069"
"gene","MSTRG.4856",1.09880771148596e-10,5.02080205441483e-09,"FBtr0100479"
"gene","MSTRG.16204",1.13988929406617e-10,5.14398327037586e-09,"MSTRG.16204.1"
"gene","MSTRG.4815",1.14327880496035e-10,5.14398327037586e-09,"FBtr0088958"
"gene","MSTRG.12474",1.14495524172753e-10,5.14398327037586e-09,"MSTRG.12474.1"
"gene","MSTRG.19483",1.17503229368765e-10,5.24978316990893e-09,"FBtr0073777"
"gene","MSTRG.5635",1.2338885468921e-10,5.48228270392613e-09,"FBtr0112426"
"gene","MSTRG.9587",1.27795551918553e-10,5.64687817873077e-09,"FBtr0076604"
"gene","MSTRG.4363",1.29533495041301e-10,5.69239544875487e-09,"MSTRG.4363.1"
"gene","MSTRG.2995",1.34231625814607e-10,5.86679747174494e-09,"FBtr0112359"
"gene","MSTRG.9754",1.52703849565228e-10,6.63807761191114e-09,"FBtr0344962"
"gene","MSTRG.7865",1.5524492802399e-10,6.71225651166089e-09,"FBtr0072258"
"gene","MSTRG.16791",1.60079727251627e-10,6.88160324941728e-09,"FBtr0085412"
"gene","MSTRG.3735",1.60873092625025e-10,6.88160324941728e-09,"MSTRG.3735.1"
"gene","MSTRG.15877",1.62739821618629e-10,6.92462246273554e-09,"FBtr0084475"
"gene","MSTRG.3259",1.70729874682252e-10,7.22636659049825e-09,"FBtr0081028"
"gene","MSTRG.11614",1.71901715084744e-10,7.23787221314925e-09,"FBtr0078197"
"gene","MSTRG.13732",1.75705228144807e-10,7.35948669135696e-09,"MSTRG.13732.1"
"gene","MSTRG.12036",1.86016868575223e-10,7.75102412995825e-09,"MSTRG.12036.1"
"gene","MSTRG.17875",1.8929846579141e-10,7.84710444275525e-09,"FBtr0301059"
"gene","MSTRG.20937",1.94328997338289e-10,8.01432716202318e-09,"MSTRG.20937.1"
"gene","MSTRG.13266",2.11040296349552e-10,8.65911256756681e-09,"MSTRG.13266.1"
"gene","MSTRG.13370",2.12129425136709e-10,8.65961846167215e-09,"FBtr0081862"
"gene","MSTRG.14164",2.19595230888103e-10,8.91911538788953e-09,"FBtr0082666"
"gene","MSTRG.14763",2.30580665672164e-10,9.31823976550525e-09,"FBtr0083360"
"gene","MSTRG.19338",2.40008013463466e-10,9.65072222136598e-09,"FBtr0339841"
"gene","MSTRG.17659",2.44381626046675e-10,9.7776966998376e-09,"FBtr0339578"
"gene","MSTRG.20867",2.61861421435583e-10,1.04251957979453e-08,"MSTRG.20867.1"
"gene","MSTRG.3778",2.66323407771552e-10,1.05506051492553e-08,"FBtr0081472"
"gene","MSTRG.17519",2.70387490175494e-10,1.06590989999575e-08,"FBtr0070134"
"gene","MSTRG.7672",2.71823341613242e-10,1.06634307963595e-08,"FBtr0072046"
"gene","MSTRG.20472",2.82136758400497e-10,1.10142903449359e-08,"FBtr0307904"
"gene","MSTRG.13472",3.0448277232864e-10,1.1829229251531e-08,"FBtr0081918"
"gene","MSTRG.3734",3.27489813045645e-10,1.26618897909283e-08,"FBgn0053317"
"gene","MSTRG.20947",3.35200756040877e-10,1.2898011866415e-08,"MSTRG.20947.1"
"gene","MSTRG.573",3.38519212661481e-10,1.2963673848684e-08,"FBtr0077966"
"gene","MSTRG.1600",3.43844175354491e-10,1.30743687291696e-08,"FBtr0079466"
"gene","MSTRG.2986",3.44661299500615e-10,1.30743687291696e-08,"FBtr0080802"
"gene","MSTRG.1691",3.59271945526984e-10,1.35646243470799e-08,"FBtr0079532"
"gene","MSTRG.4985",3.64213770254196e-10,1.3686949254132e-08,"MSTRG.4985.1"
"gene","MSTRG.15678",3.67605501594426e-10,1.37501555526622e-08,"MSTRG.15678.2"
"gene","MSTRG.3902",3.6988923035608e-10,1.37715240302018e-08,"FBtr0085944"
"gene","MSTRG.18781",3.7206460135053e-10,1.37886798343823e-08,"MSTRG.18781.1"
"gene","MSTRG.1486",3.80630527097026e-10,1.40414252243774e-08,"FBtr0079382"
"gene","MSTRG.16",3.91059851168052e-10,1.43602891465455e-08,"MSTRG.16.1"
"gene","MSTRG.2833",4.12853085052234e-10,1.50916568635912e-08,"FBtr0100589"
"gene","MSTRG.10970",4.32297642127821e-10,1.57309395384251e-08,"FBtr0075410"
"gene","MSTRG.1402",4.39386194095448e-10,1.59168638419621e-08,"FBtr0079253"
"gene","MSTRG.18785",4.55438797786201e-10,1.63554984436828e-08,"FBtr0071289"
"gene","MSTRG.1915",4.55562254586539e-10,1.63554984436828e-08,"FBtr0345963"
"gene","MSTRG.10065",4.94079666069069e-10,1.76067604370195e-08,"FBtr0076209"
"gene","MSTRG.5116",4.94793317429298e-10,1.76067604370195e-08,"FBtr0346635"
"gene","MSTRG.6639",5.02529129420282e-10,1.78032566466868e-08,"FBtr0086942"
"gene","MSTRG.16666",5.1919379906451e-10,1.83129672459508e-08,"FBtr0085277"
"gene","MSTRG.15394",5.2611115464174e-10,1.84759209852789e-08,"FBtr0083930"
"gene","MSTRG.21138",5.412308379249e-10,1.89242539069219e-08,"MSTRG.21138.1"
"gene","MSTRG.13890",5.95603122377497e-10,2.07352394379213e-08,"FBtr0082347"
"gene","MSTRG.12237",7.02669034069459e-10,2.43571740171836e-08,"MSTRG.12237.1"
"gene","MSTRG.6016",7.08159753060045e-10,2.44421490734287e-08,"FBtr0339969"
"gene","MSTRG.16782",7.19576509489173e-10,2.47300610654356e-08,"FBtr0085366"
"gene","MSTRG.7740",7.23799686852544e-10,2.47693492836943e-08,"FBtr0072100"
"gene","MSTRG.528",7.30515425928502e-10,2.48010533516555e-08,"FBtr0345738"
"gene","MSTRG.4598",7.30894011979899e-10,2.48010533516555e-08,"MSTRG.4598.1"
"gene","MSTRG.18232",7.5228911988745e-10,2.54197861434238e-08,"FBtr0070797"
"gene","MSTRG.10924",7.61252283432157e-10,2.56150245328929e-08,"FBtr0075471"
"gene","MSTRG.16602",7.90786991444747e-10,2.64365271115975e-08,"FBtr0344131"
"gene","MSTRG.14019",7.92968357643531e-10,2.64365271115975e-08,"MSTRG.14019.1"
"gene","MSTRG.3454",7.95528420916014e-10,2.64365271115975e-08,"FBtr0081221"
"gene","MSTRG.5958",8.03827115980482e-10,2.65843660236593e-08,"FBtr0087615"
"gene","MSTRG.10557",8.06588573709632e-10,2.65843660236593e-08,"FBtr0075761"
"gene","MSTRG.5151",8.37543812082231e-10,2.74919483133278e-08,"FBtr0088551"
"gene","MSTRG.4593",8.48449199786216e-10,2.7736701075938e-08,"MSTRG.4593.1"
"gene","MSTRG.846",8.62407811830224e-10,2.80788810637193e-08,"FBtr0077671"
"gene","MSTRG.11179",8.72797500939271e-10,2.8302570574813e-08,"FBtr0075182"
"gene","MSTRG.16363",8.98620844402842e-10,2.90229270308741e-08,"FBtr0084987"
"gene","MSTRG.5640",9.17900200292365e-10,2.95270136430048e-08,"FBtr0087987"
"gene","MSTRG.3347",9.3023655445279e-10,2.98046309597982e-08,"FBtr0081097"
"gene","MSTRG.17952",9.5425101154234e-10,3.04527247413631e-08,"FBtr0070599"
"gene","MSTRG.13914",1.00663122282185e-09,3.19973450353096e-08,"FBtr0082358"
"gene","MSTRG.5464",1.01404507013569e-09,3.20631328640242e-08,"FBtr0088192"
"gene","MSTRG.7483",1.01828434573292e-09,3.20631328640242e-08,"FBtr0071785"
"gene","MSTRG.8824",1.02066177731786e-09,3.20631328640242e-08,"FBtr0073172"
"gene","MSTRG.14030",1.04909514409002e-09,3.28281056372448e-08,"MSTRG.14030.1"
"gene","MSTRG.10684",1.07285114125943e-09,3.34413522403425e-08,"MSTRG.10684.1"
"gene","MSTRG.3763",1.0811136430533e-09,3.35687873260025e-08,"FBtr0114615"
"gene","MSTRG.67",1.0957390550459e-09,3.38920518487658e-08,"MSTRG.67.1"
"gene","MSTRG.15038",1.10493592053729e-09,3.40455734596202e-08,"FBtr0083581"
"gene","MSTRG.19843",1.19306076129533e-09,3.66205902379276e-08,"FBtr0074086"
"gene","MSTRG.8344",1.20449039631154e-09,3.68308432210548e-08,"MSTRG.8344.1"
"gene","MSTRG.8854",1.23048615741084e-09,3.74832184768862e-08,"FBtr0073264"
"gene","MSTRG.8463",1.27684274264794e-09,3.87485635334897e-08,"FBtr0332672"
"gene","MSTRG.17873",1.28341537397603e-09,3.88016031485534e-08,"FBtr0070564"
"gene","MSTRG.13518",1.30216148974682e-09,3.92209089908013e-08,"MSTRG.13518.1"
"gene","MSTRG.15110",1.32472688374463e-09,3.96769006976219e-08,"FBtr0083700"
"gene","MSTRG.14817",1.32716815315348e-09,3.96769006976219e-08,"FBtr0083373"
"gene","MSTRG.14521",1.38023448226221e-09,4.10040588707355e-08,"FBtr0083037"
"gene","MSTRG.17132",1.38175826336351e-09,4.10040588707355e-08,"FBtr0085745"
"gene","MSTRG.8139",1.39035682966693e-09,4.110753538302e-08,"FBtr0072562"
"gene","MSTRG.1492",1.43380329831189e-09,4.22367989927626e-08,"FBtr0079377"
"gene","MSTRG.14190",1.45838519038932e-09,4.28041375952954e-08,"FBtr0082691"
"gene","MSTRG.19059",1.49373224900273e-09,4.36821627144726e-08,"FBtr0073425"
"gene","MSTRG.10199",1.51452350660719e-09,4.41297030439675e-08,"FBtr0076108"
"gene","MSTRG.13517",1.52570345246517e-09,4.42311552500204e-08,"MSTRG.13517.1"
"gene","MSTRG.4707",1.5290053667627e-09,4.42311552500204e-08,"FBtr0086177"
"gene","MSTRG.16793",1.6804092561884e-09,4.84367427894878e-08,"FBtr0085384"
"gene","MSTRG.8044",1.69706337871389e-09,4.87420846129183e-08,"FBtr0329896"
"gene","MSTRG.18846",1.71042136010158e-09,4.89509202061811e-08,"FBtr0071357"
"gene","MSTRG.3384",1.74272352104765e-09,4.96985197030681e-08,"MSTRG.3384.1"
"gene","MSTRG.773",1.75239756039502e-09,4.97978133593526e-08,"FBtr0335166"
"gene","MSTRG.14047",1.77796977141043e-09,5.03189192013558e-08,"MSTRG.14047.1"
"gene","MSTRG.6032",1.78324943700403e-09,5.03189192013558e-08,"MSTRG.6032.1"
"gene","MSTRG.6681",1.89296289754282e-09,5.3092163328525e-08,"FBtr0340269"
"gene","MSTRG.13895",1.89563253982783e-09,5.3092163328525e-08,"FBtr0114333"
"gene","MSTRG.20096",1.90133586652763e-09,5.3092163328525e-08,"FBtr0074387"
"gene","MSTRG.1431",1.93682869742418e-09,5.38961120577343e-08,"FBtr0079263"
"gene","MSTRG.19243",1.99451333227074e-09,5.53099179935218e-08,"FBtr0345166"
"gene","MSTRG.1165",2.07391737117035e-09,5.72288315732073e-08,"FBtr0079003"
"gene","MSTRG.3117",2.07794315087995e-09,5.72288315732073e-08,"FBtr0080928"
"gene","MSTRG.21166",2.13159179196509e-09,5.85060108907279e-08,"MSTRG.21166.1"
"gene","MSTRG.12846",2.14992246228007e-09,5.880842327094e-08,"FBtr0301312"
"gene","MSTRG.11897",2.16486706339225e-09,5.88744370270268e-08,"FBtr0078485"
"gene","MSTRG.1497",2.16938034203196e-09,5.88744370270268e-08,"FBtr0079343"
"gene","MSTRG.14258",2.17429840798644e-09,5.88744370270268e-08,"FBtr0082751"
"gene","MSTRG.17537",2.20004592321743e-09,5.93717091091093e-08,"FBtr0070147"
"gene","MSTRG.18093",2.24766938394794e-09,6.0454037410399e-08,"FBtr0070709"
"gene","MSTRG.10776",2.28085839104608e-09,6.11422106026419e-08,"FBtr0075552"
"gene","MSTRG.2167",2.39505726362665e-09,6.39902010434736e-08,"MSTRG.2167.2"
"gene","MSTRG.8090",2.50391529732497e-09,6.66771086790973e-08,"FBtr0072488"
"gene","MSTRG.18988",2.62179611354441e-09,6.95112122218791e-08,"FBtr0332900"
"gene","MSTRG.7721",2.62763100167263e-09,6.95112122218791e-08,"FBtr0072064"
"gene","MSTRG.10780",2.66817556937582e-09,7.03523538653126e-08,"FBtr0075599"
"gene","MSTRG.12803",2.68066913111653e-09,7.04507880798665e-08,"FBtr0089950"
"gene","MSTRG.14441",2.79553180604353e-09,7.32301849648275e-08,"FBtr0082954"
"gene","MSTRG.14786",2.85690326951027e-09,7.44896272287622e-08,"FBtr0083353"
"gene","MSTRG.14498",2.86213563960303e-09,7.44896272287622e-08,"MSTRG.14498.1"
"gene","MSTRG.13561",2.93751556412758e-09,7.62048392474645e-08,"FBtr0082026"
"gene","MSTRG.20504",2.98590707714652e-09,7.72111405608113e-08,"MSTRG.20504.1"
"gene","MSTRG.6414",3.01632130383922e-09,7.77476151457532e-08,"MSTRG.6414.2"
"gene","MSTRG.10943",3.02889380243698e-09,7.78222490709208e-08,"FBtr0075376"
"gene","MSTRG.4651",3.14674952761607e-09,8.05928652900905e-08,"FBtr0086123"
"gene","MSTRG.16203",3.19532511561249e-09,8.15771573960497e-08,"FBtr0084810"
"gene","MSTRG.1200",3.21055715346574e-09,8.17066475575048e-08,"FBtr0079062"
"gene","MSTRG.11899",3.29523941466903e-09,8.3597209377818e-08,"FBtr0078484"
"gene","MSTRG.5894",3.55045715050295e-09,8.93361659703995e-08,"FBtr0087670"
