"feature","id","pval","qval","tname"
"gene","MSTRG.15485",7.01573559092061e-06,5.38913845518672e-05,"FBtr0084101"
"gene","MSTRG.8387",7.01619990373104e-06,5.38913845518672e-05,"FBtr0072738"
"gene","MSTRG.7772",7.07348292383614e-06,5.4279532131193e-05,"FBtr0072235"
"gene","MSTRG.2842",7.16361708197333e-06,5.49187879630405e-05,"FBtr0345461"
"gene","MSTRG.5654",7.18687429757114e-06,5.50446124772068e-05,"FBtr0087993"
"gene","MSTRG.5399",7.21251383695165e-06,5.51884265240392e-05,"FBtr0088226"
"gene","MSTRG.6845",7.27076952644623e-06,5.55813008856279e-05,"FBtr0086673"
"gene","MSTRG.8300",7.30594740561141e-06,5.57971785716306e-05,"FBtr0072637"
"gene","MSTRG.9176",7.3256103627628e-06,5.58942680619909e-05,"FBtr0346074"
"gene","MSTRG.6103",7.3682551549048e-06,5.61663582518904e-05,"FBtr0087444"
"gene","MSTRG.13385",7.4117009860597e-06,5.64440334563372e-05,"FBtr0305680"
"gene","MSTRG.17540",7.45629803833303e-06,5.6729942123249e-05,"MSTRG.17540.1"
"gene","MSTRG.14007",7.48284656215681e-06,5.68440542790374e-05,"FBtr0082473"
"gene","MSTRG.2518",7.48543316109185e-06,5.68440542790374e-05,"MSTRG.2518.1"
"gene","MSTRG.9636",7.56041054361667e-06,5.73592656526087e-05,"FBtr0301157"
"gene","MSTRG.17441",7.58345331364207e-06,5.74798600832324e-05,"MSTRG.17441.3"
"gene","MSTRG.7546",7.68174434773172e-06,5.81700452396031e-05,"FBtr0343000"
"gene","MSTRG.2894",7.75213780235262e-06,5.86478760174222e-05,"FBtr0080705"
"gene","MSTRG.13297",7.78836084291967e-06,5.88201975085826e-05,"FBtr0081824"
"gene","MSTRG.13270",7.78954368896301e-06,5.88201975085826e-05,"FBtr0339180"
"gene","MSTRG.16106",7.8335217111869e-06,5.90967932470591e-05,"FBtr0084704"
"gene","MSTRG.8013",7.8614666374488e-06,5.92454585705612e-05,"FBtr0072400"
"gene","MSTRG.6418",7.86796191909467e-06,5.92454585705612e-05,"FBtr0087157"
"gene","MSTRG.8432",7.887273934859e-06,5.93353199103237e-05,"FBtr0300232"
"gene","MSTRG.3781",7.91302080593859e-06,5.94733769358487e-05,"FBtr0081473"
"gene","MSTRG.5481",7.93985019476029e-06,5.96193046370329e-05,"FBtr0332421"
"gene","MSTRG.13071",7.96193980290294e-06,5.9729402887076e-05,"MSTRG.13071.1"
"gene","MSTRG.18955",8.04365254536421e-06,6.02861638115741e-05,"FBtr0071429"
"gene","MSTRG.12906",8.09267490553545e-06,6.05971057637952e-05,"FBtr0078807"
"gene","MSTRG.10238",8.1190665237596e-06,6.07381702177439e-05,"FBtr0076079"
"gene","MSTRG.6509",8.15776896012643e-06,6.09287801708705e-05,"FBtr0087043"
"gene","MSTRG.1657",8.15969861278631e-06,6.09287801708705e-05,"MSTRG.1657.1"
"gene","MSTRG.2655",8.19458107637061e-06,6.11011065090288e-05,"FBtr0080527"
"gene","MSTRG.11744",8.197972385382e-06,6.11011065090288e-05,"FBtr0333126"
"gene","MSTRG.14416",8.30802753282178e-06,6.18640346471785e-05,"FBtr0303795"
"gene","MSTRG.14728",8.35201637161553e-06,6.21340570402702e-05,"FBtr0345202"
"gene","MSTRG.578",8.36889257338491e-06,6.22020647644745e-05,"FBtr0299796"
"gene","MSTRG.16481",8.39667902219343e-06,6.23509627852997e-05,"FBtr0344665"
"gene","MSTRG.20383",8.41889023428521e-06,6.24582244133964e-05,"FBtr0074654"
"gene","MSTRG.1400",8.60594257379166e-06,6.37870877220576e-05,"MSTRG.1400.1"
"gene","MSTRG.14453",8.61919675054779e-06,6.38265011675003e-05,"MSTRG.14453.1"
"gene","MSTRG.3725",8.71448276484887e-06,6.44727418536473e-05,"FBtr0307498"
"gene","MSTRG.5225",8.75349023765626e-06,6.47018092750291e-05,"FBtr0088486"
"gene","MSTRG.1236",8.8235432993411e-06,6.5111809686026e-05,"FBtr0079077"
"gene","MSTRG.3310",8.82515202160761e-06,6.5111809686026e-05,"FBtr0300674"
"gene","MSTRG.11679",8.85946869466636e-06,6.53050845485856e-05,"FBtr0345827"
"gene","MSTRG.775",8.87857977871498e-06,6.53860243410493e-05,"FBtr0077746"
"gene","MSTRG.16989",8.89935791570373e-06,6.54790817548851e-05,"FBtr0310420"
"gene","MSTRG.8339",8.90999449354446e-06,6.54974183885599e-05,"FBtr0072677"
"gene","MSTRG.7686",8.95426511293707e-06,6.57627397609497e-05,"FBtr0343204"
"gene","MSTRG.9641",9.00113998358876e-06,6.60466859014788e-05,"MSTRG.9641.1"
"gene","MSTRG.359",9.23440573485923e-06,6.76602442033026e-05,"FBtr0100310"
"gene","MSTRG.10861",9.23786970097318e-06,6.76602442033026e-05,"FBtr0075437"
"gene","MSTRG.7011",9.30513428554214e-06,6.80908916508916e-05,"FBtr0086537"
"gene","MSTRG.17700",9.39296669533185e-06,6.86711256035079e-05,"FBtr0070368"
"gene","MSTRG.17660",9.44471553365744e-06,6.89584451189736e-05,"FBtr0070296"
"gene","MSTRG.3022",9.44941637914809e-06,6.89584451189736e-05,"MSTRG.3022.2"
"gene","MSTRG.16218",9.45913755268091e-06,6.89668034439346e-05,"FBtr0344492"
"gene","MSTRG.20768",9.46804572921067e-06,6.89692244151379e-05,"FBtr0077192"
"gene","MSTRG.6342",9.59017178514543e-06,6.97549222882575e-05,"FBtr0087231"
"gene","MSTRG.18134",9.59325342586581e-06,6.97549222882575e-05,"FBtr0343535"
"gene","MSTRG.13660",9.62610922194962e-06,6.9930596533802e-05,"FBtr0091602"
"gene","MSTRG.1427",9.82043319619486e-06,7.12779095341147e-05,"FBtr0339785"
"gene","MSTRG.20218",9.88453243611076e-06,7.16784579361612e-05,"FBtr0074511"
"gene","MSTRG.20724",9.90910057674377e-06,7.17918800343904e-05,"FBtr0345923"
"gene","MSTRG.19935",1.00079563596367e-05,7.24428308228608e-05,"FBtr0074236"
"gene","MSTRG.5560",1.00516554264463e-05,7.2674072212822e-05,"FBtr0088082"
"gene","MSTRG.18372",1.00619536393953e-05,7.2674072212822e-05,"FBtr0331395"
"gene","MSTRG.11095",1.0067012738757e-05,7.2674072212822e-05,"FBtr0299820"
"gene","MSTRG.19157",1.01907494985953e-05,7.34843914147455e-05,"FBtr0073454"
"gene","MSTRG.5990",1.0197535540768e-05,7.34843914147455e-05,"FBtr0087521"
"gene","MSTRG.4742",1.0216715239153e-05,7.35566910951375e-05,"FBtr0089049"
"gene","MSTRG.1078",1.03067962066161e-05,7.41388685989328e-05,"FBtr0077439"
"gene","MSTRG.14942",1.03350303980454e-05,7.42755267748714e-05,"FBtr0083523"
"gene","MSTRG.7840",1.04362047316231e-05,7.48831050214273e-05,"FBtr0072175"
"gene","MSTRG.20604",1.04405682439523e-05,7.48831050214273e-05,"FBtr0070007"
"gene","MSTRG.10216",1.04475060723752e-05,7.48831050214273e-05,"FBtr0076114"
"gene","MSTRG.2201",1.04670948681829e-05,7.49567025199703e-05,"FBtr0080129"
"gene","MSTRG.14320",1.04944596781564e-05,7.50858049214715e-05,"FBtr0333191"
"gene","MSTRG.5836",1.0545658812755e-05,7.53183330783668e-05,"FBtr0087760"
"gene","MSTRG.11101",1.05456905056256e-05,7.53183330783668e-05,"FBtr0075220"
"gene","MSTRG.4896",1.05697361257873e-05,7.5423086001403e-05,"MSTRG.4896.1"
"gene","MSTRG.11071",1.06436529691001e-05,7.58832067176444e-05,"MSTRG.11071.5"
"gene","MSTRG.8429",1.07599284717708e-05,7.6644238060213e-05,"MSTRG.8429.1"
"gene","MSTRG.10209",1.10237655523981e-05,7.84190588812576e-05,"FBtr0302272"
"gene","MSTRG.14813",1.102859432911e-05,7.84190588812576e-05,"MSTRG.14813.1"
"gene","MSTRG.1198",1.10990407500289e-05,7.88331134332203e-05,"FBtr0345333"
"gene","MSTRG.2389",1.11064309276099e-05,7.88331134332203e-05,"FBtr0080313"
"gene","MSTRG.15092",1.11984737820592e-05,7.94163369976366e-05,"FBtr0301201"
"gene","MSTRG.16155",1.12337796756012e-05,7.9596525243335e-05,"FBtr0084797"
"gene","MSTRG.19933",1.13936679697613e-05,8.06583431450881e-05,"FBtr0074238"
"gene","MSTRG.20748",1.14104764850076e-05,8.07062901428593e-05,"MSTRG.20748.4"
"gene","MSTRG.11275",1.14852334778259e-05,8.11636622396099e-05,"FBtr0075129"
"gene","MSTRG.11066",1.15476403486081e-05,8.1533032206766e-05,"FBtr0075258"
"gene","MSTRG.11459",1.15688611229681e-05,8.16112115358852e-05,"FBtr0074945"
"gene","MSTRG.2432",1.16126199658506e-05,8.18481067181162e-05,"MSTRG.2432.1"
"gene","MSTRG.18766",1.18420168349065e-05,8.33918558549194e-05,"FBtr0347472"
"gene","MSTRG.11946",1.20559513203666e-05,8.4824112439535e-05,"FBtr0078507"
"gene","MSTRG.2054",1.20902008891033e-05,8.49907303760215e-05,"FBtr0079938"
"gene","MSTRG.1366",1.213612105877e-05,8.52390266852652e-05,"FBtr0079196"
"gene","MSTRG.20719",1.22118454091158e-05,8.56727187292862e-05,"FBtr0077241"
"gene","MSTRG.14355",1.22191753770817e-05,8.56727187292862e-05,"FBtr0089766"
"gene","MSTRG.1448",1.25262490739964e-05,8.77492117187097e-05,"FBtr0079291"
"gene","MSTRG.1699",1.25394738297313e-05,8.77654034279366e-05,"FBtr0079534"
"gene","MSTRG.6735",1.2665510555343e-05,8.85704659878859e-05,"MSTRG.6735.1"
"gene","MSTRG.16310",1.27838541291725e-05,8.93203778512643e-05,"FBtr0084939"
"gene","MSTRG.3367",1.2821007675079e-05,8.95022080928691e-05,"MSTRG.3367.2"
"gene","MSTRG.13829",1.28440946594033e-05,8.95856107987174e-05,"FBtr0082290"
"gene","MSTRG.19085",1.29713356915584e-05,9.03946981208948e-05,"FBtr0339768"
"gene","MSTRG.5572",1.30401481508446e-05,9.07273601225e-05,"FBtr0345677"
"gene","MSTRG.18626",1.30416349541917e-05,9.07273601225e-05,"FBtr0071072"
"gene","MSTRG.16557",1.31839076289442e-05,9.16378436922809e-05,"MSTRG.16557.1"
"gene","MSTRG.11456",1.33835932198956e-05,9.29454720849743e-05,"FBtr0074941"
"gene","MSTRG.1048",1.34006948353527e-05,9.29839412130338e-05,"FBtr0077426"
"gene","MSTRG.15011",1.34317566260478e-05,9.31191265402382e-05,"MSTRG.15011.1"
"gene","MSTRG.20080",1.3568720973911e-05,9.39876434730341e-05,"FBtr0345132"
"gene","MSTRG.10949",1.36271640358565e-05,9.43112333703598e-05,"FBtr0344401"
"gene","MSTRG.20037",1.36613854050394e-05,9.44667768076754e-05,"FBtr0074339"
"gene","MSTRG.8395",1.37175475859452e-05,9.47736406238587e-05,"FBtr0072745"
"gene","MSTRG.1703",1.38205788553503e-05,9.5403515154272e-05,"FBtr0079535"
"gene","MSTRG.9275",1.39890646942975e-05,9.64837549498632e-05,"MSTRG.9275.1"
"gene","MSTRG.19021",1.40181880856627e-05,9.66017725663233e-05,"MSTRG.19021.1"
"gene","MSTRG.8234",1.40337076811603e-05,9.66259222362082e-05,"FBtr0345082"
"gene","MSTRG.12926",1.40824261840589e-05,9.68086759709151e-05,"FBtr0078758"
"gene","MSTRG.5771",1.40843261484669e-05,9.68086759709151e-05,"FBtr0087820"
"gene","MSTRG.9870",1.41686438823729e-05,9.73050675508481e-05,"FBtr0076339"
"gene","MSTRG.9406",1.42821813808869e-05,9.80011114889866e-05,"FBtr0273399"
"gene","MSTRG.7453",1.43710056268453e-05,9.85265364459423e-05,"FBtr0339099"
"gene","MSTRG.9832",1.43995349664028e-05,9.86380410560572e-05,"FBtr0346825"
"gene","MSTRG.6497",1.44284311733855e-05,9.86719071849746e-05,"FBtr0340526"
"gene","MSTRG.2706",1.44290180116302e-05,9.86719071849746e-05,"FBtr0080552"
"gene","MSTRG.18242",1.44467080991362e-05,9.87089435286772e-05,"FBtr0070778"
"gene","MSTRG.5099",1.44681463614127e-05,9.87715051260449e-05,"MSTRG.5099.1"
"gene","MSTRG.7823",1.45047249768826e-05,9.89120573054178e-05,"FBtr0072158"
"gene","MSTRG.7932",1.45133334519265e-05,9.89120573054178e-05,"FBtr0072340"
"gene","MSTRG.17152",1.45870854564301e-05,9.93305175619056e-05,"FBtr0085755"
"gene","MSTRG.8837",1.46639270360849e-05,9.97347482373279e-05,"MSTRG.8837.3"
"gene","MSTRG.8093",1.46763353193746e-05,9.97347482373279e-05,"MSTRG.8093.1"
"gene","MSTRG.16120",1.46836535579453e-05,9.97347482373279e-05,"MSTRG.16120.1"
"gene","MSTRG.6652",1.47104122940611e-05,9.98321819990207e-05,"FBtr0086828"
"gene","MSTRG.9770",1.4791202117781e-05,0.000100295824140973,"MSTRG.9770.1"
"gene","MSTRG.1203",1.4960369567607e-05,0.0001013382902483,"FBtr0342931"
"gene","MSTRG.7867",1.49701428519e-05,0.0001013382902483,"FBtr0072276"
"gene","MSTRG.7117",1.50175651740803e-05,0.00010157380919256,"FBtr0086305"
"gene","MSTRG.10863",1.5136779381475e-05,0.000102260186153805,"FBtr0333617"
"gene","MSTRG.6446",1.51444767109155e-05,0.000102260186153805,"FBtr0087122"
"gene","MSTRG.9484",1.51753535109211e-05,0.000102382712193648,"MSTRG.9484.1"
"gene","MSTRG.12760",1.54753029034671e-05,0.000104318848239466,"MSTRG.12760.3"
"gene","MSTRG.15423",1.55221678701523e-05,0.000104547130663119,"FBtr0083979"
"gene","MSTRG.542",1.55904337959534e-05,0.000104861576374448,"FBtr0077993"
"gene","MSTRG.19056",1.55949322735438e-05,0.000104861576374448,"FBtr0346376"
"gene","MSTRG.11731",1.57482252972629e-05,0.000105803866199322,"FBtr0078317"
"gene","MSTRG.723",1.59576468560241e-05,0.000107121365622826,"FBtr0100674"
"gene","MSTRG.7653",1.61526764228537e-05,0.000108328766109714,"MSTRG.7653.2"
"gene","MSTRG.5739",1.61644515458415e-05,0.000108328766109714,"FBtr0333102"
"gene","MSTRG.2722",1.62557952059217e-05,0.000108850212361384,"FBtr0080587"
"gene","MSTRG.17758",1.63108454213079e-05,0.000109127969116604,"FBtr0290085"
"gene","MSTRG.1428",1.6354197203583e-05,0.000109327060607826,"FBtr0079261"
"gene","MSTRG.15535",1.64255529875312e-05,0.000109712871366882,"FBtr0300407"
"gene","MSTRG.15405",1.64746345546751e-05,0.000109891070908658,"FBtr0083967"
"gene","MSTRG.17348",1.64795612429547e-05,0.000109891070908658,"MSTRG.17348.4"
"gene","MSTRG.2589",1.67072244914301e-05,0.000111316900878278,"FBtr0080461"
"gene","MSTRG.16285",1.67463069677964e-05,0.000111484934300512,"FBtr0113291"
"gene","MSTRG.7693",1.68528823734082e-05,0.000112101637755954,"FBtr0343263"
"gene","MSTRG.14561",1.70205510485744e-05,0.000113051264588948,"FBtr0083121"
"gene","MSTRG.3695",1.70488120547763e-05,0.000113051264588948,"FBtr0336827"
"gene","MSTRG.15322",1.70506305693374e-05,0.000113051264588948,"FBtr0083894"
"gene","MSTRG.10421",1.70518756461568e-05,0.000113051264588948,"FBtr0075944"
"gene","MSTRG.4878",1.72478708065915e-05,0.000114168289166898,"MSTRG.4878.3"
"gene","MSTRG.14513",1.72487529641607e-05,0.000114168289166898,"FBtr0344380"
"gene","MSTRG.5115",1.7285886093954e-05,0.000114261193788577,"FBtr0088618"
"gene","MSTRG.10423",1.7291205277381e-05,0.000114261193788577,"FBtr0075942"
"gene","MSTRG.6456",1.73086901907871e-05,0.0001142828296505,"FBtr0087115"
"gene","MSTRG.6638",1.73535483245502e-05,0.000114485016920453,"MSTRG.6638.1"
"gene","MSTRG.18940",1.74413229065973e-05,0.000114969769520373,"FBtr0071389"
"gene","MSTRG.13596",1.76277650409951e-05,0.000116103592514072,"FBtr0082067"
"gene","MSTRG.797",1.77884431320496e-05,0.000117066006274913,"FBtr0343107"
"gene","MSTRG.15683",1.79361339701645e-05,0.000117941446760476,"MSTRG.15683.2"
"gene","MSTRG.4794",1.81842880765393e-05,0.000119447952674824,"FBtr0088975"
"gene","MSTRG.14691",1.81949442957796e-05,0.000119447952674824,"FBtr0344472"
"gene","MSTRG.6130",1.82802833006424e-05,0.000119910308567509,"FBtr0087460"
"gene","MSTRG.7031",1.83474012671603e-05,0.000120252486544827,"FBtr0086484"
"gene","MSTRG.17516",1.85306101145866e-05,0.000121354370147805,"FBtr0070122"
"gene","MSTRG.14262",1.85848345242157e-05,0.000121610446902964,"FBtr0082760"
"gene","MSTRG.16808",1.86475282930587e-05,0.000121921481733966,"FBtr0085405"
"gene","MSTRG.15352",1.86853889561078e-05,0.00012206977902926,"FBtr0083947"
"gene","MSTRG.17675",1.87175442890597e-05,0.000122180593484268,"MSTRG.17675.1"
"gene","MSTRG.14525",1.88405434080607e-05,0.000122883738919403,"MSTRG.14525.2"
"gene","MSTRG.7122",1.88696024256974e-05,0.000122973535419334,"FBtr0086300"
"gene","MSTRG.12634",1.89942599697623e-05,0.000123685699333465,"MSTRG.12634.1"
"gene","MSTRG.6642",1.92111518722005e-05,0.000124996831194366,"FBtr0086947"
"gene","MSTRG.10995",1.93432795426718e-05,0.000125754772903934,"FBtr0075309"
"gene","MSTRG.19453",1.96300845363151e-05,0.000127516268046079,"FBtr0073798"
"gene","MSTRG.6855",1.97764485747598e-05,0.000128305166808566,"FBtr0113361"
"gene","MSTRG.6125",1.97834378068418e-05,0.000128305166808566,"FBtr0087446"
"gene","MSTRG.1730",1.99520407533349e-05,0.000129294368846349,"MSTRG.1730.3"
"gene","MSTRG.8278",2.00226069506648e-05,0.000129647186068636,"FBtr0072622"
"gene","MSTRG.17847",2.02763185239707e-05,0.000131184355245191,"FBtr0070447"
"gene","MSTRG.14063",2.03004526244666e-05,0.000131234919618939,"MSTRG.14063.1"
"gene","MSTRG.4862",2.04914969275105e-05,0.000132363548828144,"FBtr0088834"
"gene","MSTRG.8708",2.0721369032084e-05,0.000133740970911733,"FBtr0300240"
"gene","MSTRG.8808",2.07585502967067e-05,0.000133873505602338,"FBtr0073159"
"gene","MSTRG.7375",2.07913487442202e-05,0.000133977585417483,"FBtr0071685"
"gene","MSTRG.16115",2.09357290128498e-05,0.000134761962204548,"FBtr0084708"
"gene","MSTRG.559",2.0962716501538e-05,0.000134761962204548,"FBtr0100023"
"gene","MSTRG.15987",2.09633442822543e-05,0.000134761962204548,"FBtr0084553"
"gene","MSTRG.10398",2.11442720139399e-05,0.000135816482057591,"FBtr0075961"
"gene","MSTRG.2371",2.12558639347549e-05,0.000136424307871747,"FBtr0080276"
"gene","MSTRG.4472",2.128371354293e-05,0.000136494118271326,"FBtr0086102"
"gene","MSTRG.8547",2.15040954631984e-05,0.000137797558338679,"FBtr0072899"
"gene","MSTRG.4466",2.15485476577904e-05,0.000137972468363018,"MSTRG.4466.1"
"gene","MSTRG.11618",2.18018523663321e-05,0.000139483290954688,"MSTRG.11618.1"
"gene","MSTRG.17208",2.208137197246e-05,0.00014115929523253,"FBtr0085832"
"gene","MSTRG.10425",2.24846714899085e-05,0.000143547706140427,"FBtr0273240"
"gene","MSTRG.13583",2.24906876071795e-05,0.000143547706140427,"FBtr0082044"
"gene","MSTRG.10137",2.25146837425916e-05,0.000143586904566155,"FBtr0076173"
"gene","MSTRG.9588",2.25654265710862e-05,0.000143716831456706,"FBtr0076677"
"gene","MSTRG.13557",2.25707980763268e-05,0.000143716831456706,"MSTRG.13557.1"
"gene","MSTRG.20174",2.27210261085631e-05,0.000144558933516665,"FBtr0074456"
"gene","MSTRG.4984",2.27937894581309e-05,0.000144907237013667,"FBtr0088746"
"gene","MSTRG.16997",2.28256531100701e-05,0.000144995183500145,"FBtr0085583"
"gene","MSTRG.975",2.29232769177745e-05,0.000145500389086616,"FBtr0077544"
"gene","MSTRG.5588",2.30897910324934e-05,0.00014644171883542,"FBtr0088058"
"gene","MSTRG.562",2.33378977378962e-05,0.000147898639565139,"MSTRG.562.3"
"gene","MSTRG.7395",2.33673487592956e-05,0.000147968676159256,"FBtr0071674"
"gene","MSTRG.15033",2.34118727086008e-05,0.0001481339735032,"FBtr0083584"
"gene","MSTRG.16773",2.37259466083772e-05,0.000149912070008396,"FBtr0085362"
"gene","MSTRG.662",2.37301747227914e-05,0.000149912070008396,"FBtr0334758"
"gene","MSTRG.8464",2.38468881554876e-05,0.000150531141716194,"FBtr0072832"
"gene","MSTRG.11788",2.38788519756339e-05,0.000150614688304351,"FBtr0078357"
"gene","MSTRG.15469",2.3909493237273e-05,0.000150689768506387,"FBtr0084028"
"gene","MSTRG.3429",2.3934330739328e-05,0.000150728181523631,"FBtr0081164"
"gene","MSTRG.3035",2.40118131185074e-05,0.000151097809936648,"FBtr0080837"
"gene","MSTRG.9991",2.40801025450654e-05,0.000151361009168588,"FBtr0089569"
"gene","MSTRG.9766",2.4091282235239e-05,0.000151361009168588,"FBtr0076456"
"gene","MSTRG.8331",2.41438737815791e-05,0.00015157301557491,"FBtr0345006"
"gene","MSTRG.10669",2.45584381999286e-05,0.000154055351017025,"MSTRG.10669.1"
"gene","MSTRG.15284",2.48038551782237e-05,0.000155473580158437,"FBtr0083837"
"gene","MSTRG.14551",2.49143788669803e-05,0.00015604473119023,"FBtr0083127"
"gene","MSTRG.1385",2.49682210095026e-05,0.000156260259422895,"FBtr0112617"
"gene","MSTRG.2606",2.51605596517379e-05,0.000157341540217167,"FBtr0080472"
"gene","MSTRG.9479",2.53910086378539e-05,0.000158659278528066,"FBtr0076810"
"gene","MSTRG.5271",2.54467195004437e-05,0.000158852491034544,"FBtr0088434"
"gene","MSTRG.1109",2.54614350837512e-05,0.000158852491034544,"FBtr0077417"
"gene","MSTRG.10470",2.57905765730371e-05,0.000160781253333616,"FBtr0075890"
"gene","MSTRG.15144",2.58696429780159e-05,0.000161149239991637,"FBtr0083731"
"gene","MSTRG.8705",2.59745671191691e-05,0.000161677607408946,"FBtr0073062"
"gene","MSTRG.20198",2.6051576488606e-05,0.000162031537603534,"FBtr0074464"
"gene","MSTRG.15862",2.60922797481467e-05,0.000162159284184386,"MSTRG.15862.2"
"gene","MSTRG.17243",2.67545799307323e-05,0.000166146974365211,"MSTRG.17243.2"
"gene","MSTRG.15343",2.68234637608167e-05,0.000166446215713339,"FBtr0089482"
"gene","MSTRG.1992",2.68761147634855e-05,0.000166644344585929,"FBtr0079876"
"gene","MSTRG.8828",2.71835399709985e-05,0.000168420669065308,"FBtr0290224"
"gene","MSTRG.18398",2.77364043244077e-05,0.000171713751791291,"FBtr0070912"
"gene","MSTRG.5825",2.77610248340387e-05,0.000171733970550261,"FBtr0300286"
"gene","MSTRG.4650",2.80386037223579e-05,0.000173317794877173,"FBtr0086142"
"gene","MSTRG.553",2.8141873887666e-05,0.000173822542092634,"FBtr0077986"
"gene","MSTRG.19603",2.81742573762234e-05,0.000173843430132148,"FBtr0073833"
"gene","MSTRG.16783",2.81884895414475e-05,0.000173843430132148,"FBtr0085370"
"gene","MSTRG.1529",2.8313521774459e-05,0.000174480721923524,"FBtr0079431"
"gene","MSTRG.19347",2.83598935366669e-05,0.000174632667551206,"FBtr0340412"
"gene","MSTRG.8846",2.84959301873888e-05,0.000175336090716894,"FBtr0073279"
"gene","MSTRG.7816",2.85346589656843e-05,0.000175440158564246,"FBtr0072151"
"gene","MSTRG.12924",2.85913562036999e-05,0.000175654458816008,"FBtr0078684"
"gene","MSTRG.8679",2.87902853123301e-05,0.000176741583573861,"FBtr0073105"
"gene","MSTRG.20202",2.88483155199692e-05,0.000176962740969941,"FBtr0303767"
"gene","MSTRG.7499",2.89362353320666e-05,0.000177366771753414,"FBtr0071821"
"gene","MSTRG.8097",2.90271541873999e-05,0.000177788555959688,"MSTRG.8097.6"
"gene","MSTRG.17786",2.9139790987065e-05,0.000178342617289175,"FBtr0070398"
"gene","MSTRG.9359",2.93567167575226e-05,0.000179533624459313,"FBtr0076906"
"gene","MSTRG.15379",2.95607234942485e-05,0.000180643874119109,"MSTRG.15379.1"
"gene","MSTRG.19168",2.9889559464924e-05,0.000182514682776704,"MSTRG.19168.2"
"gene","MSTRG.2719",2.99259868496993e-05,0.000182598472113264,"FBtr0080586"
"gene","MSTRG.9110",2.99732383783891e-05,0.000182748129673241,"FBtr0077112"
"gene","MSTRG.9721",3.00267130686205e-05,0.00018293547461958,"FBtr0100532"
"gene","MSTRG.11259",3.02458258344407e-05,0.000183997913688181,"MSTRG.11259.2"
"gene","MSTRG.3191",3.02468592260352e-05,0.000183997913688181,"FBtr0305684"
"gene","MSTRG.5515",3.02979316924024e-05,0.000184169286976795,"FBtr0110897"
"gene","MSTRG.8661",3.05301355982834e-05,0.000185440597040329,"FBtr0073113"
"gene","MSTRG.4744",3.07375237793561e-05,0.000186559370742326,"FBtr0100356"
"gene","MSTRG.2448",3.09750298965739e-05,0.00018785911797002,"FBtr0100125"
"gene","MSTRG.7942",3.10126791535081e-05,0.00018793722058034,"FBtr0072334"
"gene","MSTRG.7993",3.10346467210509e-05,0.00018793722058034,"MSTRG.7993.1"
"gene","MSTRG.12948",3.11073440362186e-05,0.000188235711617209,"FBtr0113576"
"gene","MSTRG.8544",3.12163147299094e-05,0.000188753085005963,"FBtr0072889"
"gene","MSTRG.6140",3.13092892449962e-05,0.000189173030885244,"FBtr0300128"
"gene","MSTRG.15417",3.16096320946979e-05,0.00019084434031949,"FBtr0083978"
"gene","MSTRG.1440",3.16675804626909e-05,0.000191050774254284,"FBtr0343157"
"gene","MSTRG.18847",3.17834932720418e-05,0.000191606336502069,"MSTRG.18847.1"
"gene","MSTRG.17398",3.24197426944117e-05,0.000195295558613078,"MSTRG.17398.1"
"gene","MSTRG.9370",3.25211515826984e-05,0.000195759806158728,"FBtr0299640"
"gene","MSTRG.6424",3.28472445141337e-05,0.000197574824519568,"FBtr0113085"
"gene","MSTRG.19544",3.31649665605838e-05,0.000199336816950833,"MSTRG.19544.3"
"gene","MSTRG.20734",3.32678414796117e-05,0.000199805811186734,"FBtr0077250"
"gene","MSTRG.12801",3.34346370746141e-05,0.00020065772489108,"FBtr0078891"
"gene","MSTRG.7654",3.34862416347947e-05,0.000200817565419105,"FBtr0091664"
"gene","MSTRG.18929",3.35534285185179e-05,0.00020107054556328,"FBtr0344419"
"gene","MSTRG.11509",3.36758301888729e-05,0.000201539653047988,"MSTRG.11509.1"
"gene","MSTRG.11767",3.36830154851198e-05,0.000201539653047988,"MSTRG.11767.3"
"gene","MSTRG.7232",3.37068929805451e-05,0.000201539653047988,"FBtr0071519"
"gene","MSTRG.18269",3.37598093611557e-05,0.000201706082379208,"FBtr0070836"
"gene","MSTRG.7896",3.46321430464425e-05,0.000206764435322561,"MSTRG.7896.5"
"gene","MSTRG.618",3.46808547135868e-05,0.000206889695427671,"FBtr0303933"
"gene","MSTRG.20600",3.4704575868183e-05,0.000206889695427671,"FBtr0070006"
"gene","MSTRG.11231",3.49538314170506e-05,0.000208221268337719,"FBtr0075153"
"gene","MSTRG.16052",3.54597246481347e-05,0.000211078538579052,"FBtr0334338"
"gene","MSTRG.19533",3.56684529296825e-05,0.000212163978151262,"FBtr0073820"
"gene","MSTRG.8946",3.58457149238767e-05,0.000213060783013907,"MSTRG.8946.1"
"gene","MSTRG.19529",3.60358688121787e-05,0.000213927945912643,"FBtr0112981"
"gene","MSTRG.12950",3.6044810583391e-05,0.000213927945912643,"FBtr0113578"
"gene","MSTRG.16806",3.61844564404912e-05,0.000214598376618311,"FBtr0085392"
"gene","MSTRG.6919",3.70740701113315e-05,0.00021959405642165,"MSTRG.6919.1"
"gene","MSTRG.6",3.70814136558817e-05,0.00021959405642165,"MSTRG.6.1"
"gene","MSTRG.15735",3.71519359922967e-05,0.000219849793414312,"FBtr0344358"
"gene","MSTRG.14681",3.75213004282227e-05,0.000221872277973358,"FBtr0083227"
