gene_id,AH_1,AH_3,AL_1,AL_2,AL_3,AL_4,AL_5
MSTRG.10159,32,43,14,10,80,35,12
MSTRG.10158,10,13,15,7,16,23,8
FBgn0036767,5,0,2,7,5,6,0
MSTRG.3909,2,0,3,0,3,0,2
MSTRG.3908,37,23,47,15,35,3,29
MSTRG.3907,7,0,3,0,2,1,8
MSTRG.3906,6,5,4,6,16,5,5
MSTRG.3905,2,0,16,0,27,1,0
MSTRG.3904,44,93,63,25,65,11,26
MSTRG.3903,0,0,2,0,0,0,2
MSTRG.3902,0,0,0,0,6,0,0
MSTRG.3901,0,0,0,0,0,0,0
MSTRG.3900,0,0,0,0,0,0,3
MSTRG.14724,87,75,70,76,160,75,72
MSTRG.14725,216,145,174,112,385,167,183
MSTRG.14726,25,17,20,24,56,19,20
MSTRG.14727,610,606,339,339,683,449,189
MSTRG.14720,3,0,0,1,1,4,0
MSTRG.14721,11,5,0,8,12,8,6
MSTRG.14722,250,232,213,434,592,295,202
MSTRG.14723,37,0,0,0,4,26,2
FBgn0036495,0,0,0,0,0,0,0
MSTRG.14728,2183,2122,2137,1712,3689,1255,1207
FBgn0036491,0,0,0,0,0,0,3
FBgn0036492,0,0,0,0,5,0,0
MSTRG.13714,0,0,0,0,0,0,0
MSTRG.13715,1268,1486,1010,741,2247,1062,882
MSTRG.13716,183,129,107,55,273,90,47
MSTRG.13717,0,0,0,0,0,0,0
MSTRG.13710,4,3,6,0,0,0,0
MSTRG.13711,172,77,80,57,234,61,70
MSTRG.13712,30,2,6,2,30,7,8
MSTRG.13713,961,540,652,497,2151,569,803
MSTRG.13718,3,4,0,0,4,0,2
MSTRG.13719,249,149,137,73,381,124,80
MSTRG.1224,4778,3617,3081,3511,8260,3734,3683
MSTRG.1225,2,0,0,0,0,0,0
MSTRG.1226,7862,8314,3699,2642,10377,4079,3467
MSTRG.1227,16,17,3,5,16,0,7
MSTRG.1220,12,23,24,16,31,6,11
MSTRG.1221,55,35,50,24,70,34,35
MSTRG.1222,55,35,50,24,70,34,35
MSTRG.1223,562,298,306,205,1034,315,385
MSTRG.1228,395,333,189,298,723,212,179
MSTRG.1229,350,612,269,127,162,420,175
FBgn0053239,0,0,0,0,0,0,0
FBgn0053238,0,0,0,0,0,0,0
FBgn0053237,0,0,0,0,0,0,0
MSTRG.8893,389,485,243,171,506,194,168
MSTRG.19419,440,414,331,725,864,494,489
MSTRG.19418,0,2,197,2,569,0,3
MSTRG.12449,23,23,0,3,60,22,22
MSTRG.12448,23,23,21,37,23,22,22
MSTRG.12443,3,2,11,7,5,10,4
MSTRG.12442,0,23,17,0,0,12,0
MSTRG.12441,93,54,68,74,342,51,124
MSTRG.12440,0,52,0,22,364,0,85
MSTRG.12447,0,0,0,0,0,0,6
MSTRG.12446,3,0,0,0,7,0,0
MSTRG.19417,4749,2040,3597,3891,10793,2872,3606
MSTRG.12444,0,0,0,0,73,5,12
MSTRG.7109,15,9,33,40,107,31,35
MSTRG.7108,0,0,0,3,10,3,0
MSTRG.7103,41,34,25,25,53,34,48
MSTRG.7102,16,19,4,0,40,16,1
MSTRG.7101,10,0,0,0,0,0,1
MSTRG.7100,1459,933,719,640,3021,855,918
MSTRG.7107,389,288,296,272,693,252,315
MSTRG.7106,869,976,710,483,1815,666,560
MSTRG.7105,210,169,90,123,121,76,80
MSTRG.7104,441,358,390,353,798,290,285
FBgn0011848,0,0,0,0,0,0,0
FBgn0011849,0,0,0,0,0,0,0
MSTRG.7819,141,107,132,146,271,71,96
MSTRG.7818,211,227,114,140,424,158,110
MSTRG.7811,11,25,54,39,74,16,50
MSTRG.7810,1048,670,693,625,2001,580,661
MSTRG.7813,10397,14631,9395,8048,20694,7489,6676
MSTRG.7812,91,38,40,39,121,39,54
MSTRG.7815,171,404,222,103,393,106,91
MSTRG.7814,0,0,0,0,0,0,0
MSTRG.7817,49,46,46,35,85,14,31
MSTRG.7816,22924,30722,19200,17136,36616,13498,13724
MSTRG.143,44,49,34,38,197,45,36
MSTRG.142,7,32,0,8,42,8,21
MSTRG.141,0,3,0,0,6,3,13
MSTRG.140,0,0,24,21,72,0,33
MSTRG.147,0,0,0,0,58,0,0
MSTRG.146,21,12,30,15,32,32,10
MSTRG.145,0,0,0,0,0,0,5
MSTRG.144,20,13,16,18,48,29,24
MSTRG.149,5,9,3,8,8,3,4
MSTRG.148,8,5,15,9,26,2,14
MSTRG.9413,23,11,0,19,23,11,11
MSTRG.9412,7,7,7,6,0,0,3
MSTRG.9411,0,0,0,0,0,0,0
MSTRG.9410,41,32,33,38,56,21,7
MSTRG.9417,0,2,0,15,0,4,0
MSTRG.9416,13,0,0,7,0,3,13
MSTRG.9415,437,286,315,259,765,267,225
MSTRG.9414,364,234,214,305,731,251,251
MSTRG.9419,6,9,3,10,14,8,15
MSTRG.9418,0,2,12,7,49,4,10
MSTRG.19918,1,1,4,2,3,1,1
MSTRG.5489,12,40,10,14,0,2,0
FBgn0051167,0,1,0,0,0,0,0
FBgn0051166,1,0,0,0,0,0,0
FBgn0051165,0,0,0,0,3,0,0
FBgn0051164,0,0,0,0,9,0,0
FBgn0051162,0,1,0,0,0,0,0
MSTRG.16399,0,0,0,0,0,0,0
MSTRG.5480,351,198,255,155,512,193,155
MSTRG.5481,969,993,581,491,1115,486,533
MSTRG.5482,868,574,511,480,1516,548,405
MSTRG.12883,40,32,49,41,76,19,44
MSTRG.5483,683,537,810,551,510,387,460
FBgn0083978,15,3,0,17,13,7,4
MSTRG.19914,1609,1789,1003,1035,2759,949,971
MSTRG.16500,268,292,554,597,1637,498,521
MSTRG.5485,359,306,547,711,1315,478,481
MSTRG.16501,54,58,53,39,85,46,12
MSTRG.19916,91,90,92,130,183,86,105
MSTRG.12887,58,24,66,52,120,47,59
MSTRG.5487,0,0,0,0,0,0,0
MSTRG.16507,63,63,160,93,175,73,107
MSTRG.19316,2,0,0,0,262,0,2
MSTRG.16504,696,758,544,383,1204,394,311
MSTRG.19317,910,519,834,1051,2024,822,819
MSTRG.16505,9,15,10,4,18,5,6
MSTRG.12122,0,0,0,0,0,36,0
MSTRG.12123,27,21,31,18,81,17,29
MSTRG.19312,0,41,54,48,155,48,27
MSTRG.16508,0,0,2,7,22,3,10
MSTRG.12125,54,42,35,18,20,0,21
MSTRG.16509,235,249,416,321,489,181,224
MSTRG.12126,15,14,13,4,35,4,9
MSTRG.12127,0,0,0,0,0,26,25
FBgn0051787,0,0,0,0,0,0,0
FBgn0051784,0,0,0,0,5,0,0
MSTRG.4722,4125,3121,2971,2609,7328,2214,1931
MSTRG.4723,892,1013,920,685,1864,617,679
MSTRG.4720,32,16,38,46,106,22,59
MSTRG.4721,79,25,39,19,91,29,27
MSTRG.4726,324,169,135,194,283,92,73
MSTRG.9535,222,221,122,86,391,124,87
FBgn0263498,1,0,3,3,6,0,5
MSTRG.4724,437,524,272,302,790,227,218
MSTRG.4725,20,37,26,6,57,33,13
MSTRG.10717,0,0,2,0,0,0,0
MSTRG.20948,0,0,0,0,0,0,0
FBgn0086610,0,0,2,0,12,7,5
MSTRG.10719,488,490,348,223,381,254,239
MSTRG.20946,11,0,0,15,30,13,0
MSTRG.6773,6640,4732,4005,3906,11426,4031,4536
MSTRG.6772,25,8,3,18,19,6,20
MSTRG.6771,1304,801,841,919,2437,954,925
MSTRG.6770,39,33,33,26,77,29,22
MSTRG.6777,736,422,472,457,947,391,395
MSTRG.6776,832,687,527,443,1438,528,548
MSTRG.6775,364,172,236,176,759,196,171
MSTRG.6774,175,214,231,213,493,169,156
FBgn0011971,0,0,0,0,1,0,0
MSTRG.6779,0,0,0,0,0,0,0
MSTRG.6778,40943,41420,28676,25172,51469,23778,26824
FBgn0011975,0,0,0,0,2,0,1
FBgn0011976,0,0,0,0,0,0,0
MSTRG.11448,199,191,115,137,308,71,109
MSTRG.11449,107,70,27,46,131,61,59
MSTRG.11442,6,3,2,7,13,3,5
MSTRG.11443,1,0,0,3,0,0,2
MSTRG.11440,4,0,0,4,9,3,1
MSTRG.11441,4,0,3,10,9,0,2
MSTRG.11446,5,4,0,6,3,6,0
MSTRG.11447,134,78,90,86,348,114,92
MSTRG.11444,162,106,309,258,707,231,171
MSTRG.11445,2337,1306,1475,1510,4477,1697,1460
MSTRG.4398,23,19,10,10,53,16,17
MSTRG.20819,10,0,0,0,7,0,0
MSTRG.20818,20,9,7,6,5,3,8
MSTRG.20811,16,11,8,20,20,9,11
MSTRG.20810,9,0,0,0,117,30,39
MSTRG.20813,0,0,0,0,0,0,0
MSTRG.20812,331,284,451,467,1693,543,636
MSTRG.20815,5,3,1,3,1,2,0
MSTRG.20814,79,74,46,37,126,19,53
MSTRG.20817,13,0,1,1,7,6,3
MSTRG.20816,5,1,2,0,0,0,0
MSTRG.14258,4053,3309,2842,2402,7759,2107,2237
MSTRG.14259,216,230,118,136,283,117,115
MSTRG.14254,28,26,27,23,63,24,18
MSTRG.14255,14,2,3,3,10,10,4
MSTRG.14256,10,0,8,14,13,19,0
MSTRG.14257,91,77,68,55,186,79,46
MSTRG.14250,506,407,174,203,289,60,63
MSTRG.14251,27,12,16,5,39,13,7
MSTRG.14252,54,52,32,8,8,0,8
MSTRG.14253,3716,2101,2198,1514,5596,1925,1955
FBgn0032289,0,0,7,0,0,0,0
MSTRG.13158,0,0,2,7,0,0,0
MSTRG.13159,6,11,0,9,15,3,7
MSTRG.13152,3,0,4,6,125,5,9
MSTRG.13153,3,0,3,0,3,6,0
MSTRG.13150,10,14,39,39,67,5,15
MSTRG.13151,16,6,18,42,58,17,20
MSTRG.13156,192,80,103,111,501,131,155
MSTRG.13157,5,8,23,6,14,0,7
MSTRG.13154,3,6,0,0,6,0,0
MSTRG.13155,972,2410,1691,1310,3277,1426,848
MSTRG.12289,2177,1457,1776,1642,4327,1285,1350
MSTRG.12288,0,0,0,0,419,159,0
FBgn0053783,0,0,0,0,0,0,0
MSTRG.12281,16,12,11,19,31,2,8
MSTRG.12280,7,3,0,2,4,0,6
MSTRG.12283,0,35,0,77,41,51,0
MSTRG.12282,66,44,63,18,89,17,26
MSTRG.12285,155,112,202,326,333,125,104
MSTRG.12284,0,512,0,0,3800,0,0
MSTRG.12287,0,0,23,0,62,24,26
MSTRG.12286,0,0,24,0,55,0,0
MSTRG.14878,25,5,78,43,288,57,109
MSTRG.14879,5,0,1,2,3,1,0
FBgn0035887,20,7,0,1,0,0,5
MSTRG.14870,4,3,0,0,10,2,2
MSTRG.14871,2,0,3,0,2,8,2
MSTRG.14872,17,0,14,13,38,7,12
MSTRG.14873,4,2,0,0,4,3,0
MSTRG.14874,0,0,1,0,5,0,0
MSTRG.14875,0,0,0,4,3,0,0
MSTRG.14876,51,26,30,36,125,30,38
MSTRG.14877,2,0,0,0,2,0,0
FBgn0033732,0,0,0,0,0,0,0
FBgn0033733,3,4,15,18,9,11,0
FBgn0028561,0,5,0,17,11,0,5
MSTRG.19161,311,212,254,219,540,180,179
MSTRG.19160,1216,713,707,611,1754,650,717
MSTRG.19163,0,1,3,3,0,2,0
MSTRG.19162,608,647,393,392,978,304,342
MSTRG.19165,1861,2091,1186,1318,3461,1322,1060
MSTRG.19164,26,52,41,28,131,48,42
MSTRG.19167,154,70,121,69,256,104,105
MSTRG.19166,982,683,618,506,1500,677,526
MSTRG.19169,34,7,19,38,33,10,19
MSTRG.19168,818,701,523,559,1680,501,499
MSTRG.15081,204,183,146,85,290,96,95
FBgn0052783,5,0,30,0,3,0,22
FBgn0012000,0,0,0,0,0,0,0
MSTRG.2449,54,59,47,48,86,36,42
MSTRG.2448,5970,8114,5680,5056,8219,4953,4048
MSTRG.2445,1076,764,750,755,2027,688,760
MSTRG.2444,10,3,2,0,13,6,0
MSTRG.2447,41,40,38,36,91,35,29
MSTRG.2446,6,4,3,19,17,11,0
MSTRG.2441,0,0,0,0,0,0,0
MSTRG.2440,8,10,19,7,19,4,7
MSTRG.2443,6,0,15,6,48,8,22
MSTRG.2442,24,16,23,10,34,18,16
MSTRG.4847,0,11,10,0,16,9,0
MSTRG.4846,110,90,93,108,239,74,91
MSTRG.4845,2,1,0,2,8,2,6
MSTRG.4844,2557,2286,1971,2041,5668,1895,1896
MSTRG.4843,31,47,31,46,6,27,0
MSTRG.4842,0,0,2,0,0,0,0
MSTRG.4841,51,86,77,55,141,46,39
MSTRG.4840,2,4,23,20,51,23,0
FBgn0028381,0,0,0,0,5,0,0
MSTRG.4849,18825,13838,9159,7781,28705,8843,9346
MSTRG.4848,2,0,10,0,7,13,4
FBgn0039088,0,0,3,0,7,0,0
FBgn0039086,4,0,0,5,5,0,0
FBgn0039087,0,0,0,0,0,0,0
FBgn0039085,0,0,0,0,12,0,3
FBgn0039080,0,0,2,3,0,0,0
MSTRG.8120,0,0,1,0,3,0,2
MSTRG.3713,401,571,299,301,652,217,157
MSTRG.8122,1,0,0,1,0,0,1
MSTRG.3711,0,0,5,3,0,3,0
MSTRG.8124,0,0,3,0,1,2,2
MSTRG.3717,21,0,5,13,34,7,11
MSTRG.8126,0,0,1,0,5,0,6
MSTRG.3715,22,46,50,28,62,19,25
MSTRG.8128,0,0,0,0,0,0,0
MSTRG.8129,0,0,0,0,5,0,2
MSTRG.3718,1,3,2,3,10,0,3
MSTRG.3719,3,0,3,2,3,6,3
MSTRG.9651,0,0,8,10,20,17,4
MSTRG.9650,2,2,0,5,9,4,5
MSTRG.9653,0,68,6,0,5,0,0
MSTRG.9652,0,0,2,1,18,9,0
MSTRG.9655,0,0,0,0,0,0,3
MSTRG.9654,30,27,6,7,37,9,10
MSTRG.9657,380,186,257,257,853,304,248
MSTRG.9656,633,516,434,394,893,236,261
MSTRG.9659,20579,14141,9458,8492,24942,12264,10226
MSTRG.9658,0,0,0,0,3,0,2
MSTRG.1404,38,35,69,43,22,38,41
MSTRG.1405,0,0,4,0,0,0,5
MSTRG.1406,299,229,245,223,663,193,211
MSTRG.1407,339,269,362,356,805,304,256
MSTRG.1400,687,975,588,486,1211,390,423
MSTRG.1401,242,222,1112,1139,3107,892,1035
MSTRG.1402,404,704,376,179,474,206,251
MSTRG.1403,3,6,2,6,0,0,3
MSTRG.1408,313,700,151,161,475,157,115
MSTRG.1409,5,12,4,4,7,9,7
MSTRG.4155,0,4,0,0,32,16,23
MSTRG.4154,15,10,25,11,38,8,15
MSTRG.4157,614,444,513,294,640,329,252
MSTRG.4156,130,95,117,139,457,94,161
MSTRG.4151,159,89,97,78,207,73,94
MSTRG.4150,0,0,0,0,0,0,2
MSTRG.4153,42,32,52,32,114,39,42
MSTRG.4152,10,4,6,9,18,6,3
MSTRG.4159,0,0,0,0,0,0,0
MSTRG.4158,178,135,122,169,626,158,132
MSTRG.6820,267,242,37,151,241,49,81
MSTRG.16339,4,0,3,0,18,4,1
MSTRG.16338,5,0,2,2,26,0,0
MSTRG.8769,352,334,7671,508,25808,350,5744
MSTRG.3169,998,502,449,529,1700,620,691
MSTRG.3168,122,76,49,121,196,108,120
MSTRG.15392,3582,2975,2630,3535,9325,3397,3139
MSTRG.15393,110,87,55,67,139,59,54
MSTRG.9389,46,35,36,38,113,17,17
MSTRG.9388,2549,1395,1937,1845,6738,2118,2540
MSTRG.15396,40,12,11,14,35,32,25
MSTRG.15397,14130,10422,9513,7300,25555,8885,11267
MSTRG.15394,758,929,443,554,988,355,327
MSTRG.15395,864,921,636,534,1206,504,493
MSTRG.9383,698,591,515,462,401,134,443
MSTRG.9382,11,6,7,6,10,7,18
MSTRG.15398,754,583,506,335,1130,497,427
MSTRG.15399,0,1,10,0,3,2,3
MSTRG.9387,5,5,6,14,33,8,7
MSTRG.9386,854,648,867,699,2096,650,620
MSTRG.9385,65,125,185,139,247,105,58
MSTRG.9384,154,77,87,92,232,34,79
MSTRG.10342,10,0,9,3,24,2,7
MSTRG.10343,188,151,168,182,503,138,164
MSTRG.10340,19,39,23,23,14,18,15
MSTRG.10341,3,1,2,0,16,0,3
MSTRG.10346,1797,1563,1191,1676,3107,1866,1901
MSTRG.10347,69,37,38,32,50,38,28
MSTRG.10344,131,447,138,173,157,42,109
MSTRG.10345,69,73,44,52,85,40,33
MSTRG.10348,108,50,64,126,235,70,71
MSTRG.10349,848,790,745,598,1499,526,493
MSTRG.5400,309,311,207,188,582,168,132
MSTRG.19991,404,337,355,320,1169,330,310
FBgn0267579,3,3,2,6,3,82,3
MSTRG.5403,2734,1940,1617,2016,4589,1793,1699
MSTRG.19994,312,304,266,294,837,230,251
MSTRG.5405,22,9,18,0,10,6,5
MSTRG.19996,22331,26069,9939,7353,7196,8696,5122
MSTRG.5407,4,16,6,3,34,4,2
MSTRG.19998,42,39,30,33,45,20,23
MSTRG.19999,58,25,30,31,77,25,42
MSTRG.6827,70,47,47,27,218,30,53
MSTRG.15644,339,316,266,161,682,272,200
MSTRG.15645,3528,3936,2468,2125,5984,2319,2038
MSTRG.15646,643,458,586,513,1108,432,363
MSTRG.15647,609,535,472,445,1287,478,416
MSTRG.15640,864,526,741,666,1944,745,861
MSTRG.15641,0,0,0,0,11,2,0
MSTRG.15642,324,305,177,232,277,162,145
MSTRG.15643,39,21,12,11,27,3,17
MSTRG.15648,580,485,484,384,1121,385,334
MSTRG.15649,136,98,75,68,139,75,74
MSTRG.11643,0,0,11,5,15,5,0
MSTRG.11644,9,5,11,6,16,6,10
MSTRG.11645,5,3,18,15,25,8,6
MSTRG.11646,65,94,18,41,57,31,13
MSTRG.18190,50,70,81,82,126,53,76
MSTRG.1596,312,152,204,230,529,202,121
MSTRG.6171,549,417,570,566,3603,289,450
MSTRG.6170,0,417,0,0,0,0,0
MSTRG.14119,732,447,426,323,1018,337,286
MSTRG.6172,0,0,0,1,9,0,4
MSTRG.1387,33,28,51,29,84,26,44
MSTRG.6174,5828,3251,3490,3850,9983,3874,4153
MSTRG.1385,1555,875,1108,1032,4088,1341,1455
MSTRG.18640,2658,2774,1980,1762,4321,1417,1188
MSTRG.6179,30,9,35,35,138,32,30
MSTRG.6178,57,32,34,50,77,47,38
MSTRG.1389,33,20,26,33,70,21,29
MSTRG.1388,403,297,756,767,1477,470,427
MSTRG.14117,439,341,289,204,736,200,207
MSTRG.14116,656,486,518,456,1172,379,366
MSTRG.18649,707,529,553,467,1506,436,430
MSTRG.14114,1966,1905,1616,1653,4136,1323,1258
MSTRG.19208,76,82,75,79,229,60,78
MSTRG.19209,557,513,449,305,1005,287,302
MSTRG.19200,450,304,489,436,1062,358,291
MSTRG.19201,15753,13085,19831,23815,45654,13835,13156
MSTRG.19202,0,0,0,0,0,0,0
MSTRG.19203,12,10,13,9,28,8,9
MSTRG.19204,41,35,49,33,104,28,44
MSTRG.19205,79,61,78,58,152,48,67
MSTRG.19206,61,45,40,34,126,33,43
MSTRG.19207,44,33,37,28,88,26,37
MSTRG.2128,8020,14522,7430,6857,16083,6094,4543
MSTRG.2129,0,0,0,0,0,0,0
MSTRG.2122,559,204,309,177,843,264,309
MSTRG.2123,57,49,63,27,125,35,61
MSTRG.2120,297,226,181,117,349,120,108
MSTRG.2121,2043,1567,1202,1135,3257,1198,1168
MSTRG.2126,1917,1483,1034,1024,3060,1129,1023
MSTRG.2127,5,0,0,0,2,3,3
MSTRG.2124,6,0,3,11,11,51,8
MSTRG.2125,729,710,611,463,1377,442,346
MSTRG.8249,680,309,369,254,1150,372,398
MSTRG.8248,190,198,250,118,375,152,89
MSTRG.8241,0,0,0,0,8,2,7
MSTRG.8240,3,1,3,3,3,1,0
MSTRG.8243,162,123,168,104,298,59,96
MSTRG.8242,146,112,135,78,243,66,91
MSTRG.8245,1405,1798,1138,1040,2308,1087,812
MSTRG.8244,145,109,151,105,51,71,75
MSTRG.8247,63,59,52,84,119,62,60
MSTRG.8246,254,209,159,206,567,186,140
MSTRG.3818,0,3,1,1,22,0,1
FBgn0051087,0,0,0,0,0,0,0
FBgn0051080,0,0,0,0,9,0,0
FBgn0051081,0,0,0,6,4,0,3
FBgn0051333,0,1,0,1,0,0,1
FBgn0051331,0,0,0,0,2,0,0
FBgn0050067,2,3,0,3,0,0,0
MSTRG.20749,3395,5436,1789,1562,1360,1557,1074
MSTRG.20748,8350,7431,7820,6769,15316,5441,5544
MSTRG.20745,10,3,6,7,32,6,9
MSTRG.20744,13,2,14,6,15,5,7
MSTRG.20747,152,113,51,76,155,50,66
MSTRG.20746,3028,3124,1784,1715,3461,1612,1868
MSTRG.20741,6,2,2,12,5,0,0
MSTRG.20740,0,0,0,5,8,3,0
MSTRG.20743,6,9,16,3,22,22,31
MSTRG.20742,8,3,4,2,11,3,2
MSTRG.4303,276,145,188,180,393,158,177
MSTRG.5369,357,357,332,236,749,332,216
MSTRG.5368,486,420,338,356,876,318,277
MSTRG.5361,64,3,0,28,74,32,69
MSTRG.5360,0,0,0,0,0,0,0
MSTRG.5363,0,0,0,0,69,0,0
MSTRG.5362,235,174,199,213,299,102,134
MSTRG.5365,2,3,10,0,4,2,3
MSTRG.5364,268,123,270,218,584,174,216
MSTRG.5367,2,2,4,6,32,0,0
MSTRG.5366,818,493,292,644,1677,606,548
MSTRG.4305,318,167,321,298,594,194,351
MSTRG.14105,5,9,53,103,184,51,26
MSTRG.16728,20,22,15,22,29,17,12
MSTRG.16729,19,14,21,16,75,35,32
MSTRG.16722,17,15,23,49,29,18,11
MSTRG.16723,607,485,485,599,939,419,397
MSTRG.16720,10,21,20,14,60,19,24
MSTRG.16721,3,0,8,3,10,5,3
MSTRG.16726,44,19,32,35,44,14,36
MSTRG.16727,6,3,4,4,11,6,4
MSTRG.16724,22,53,46,25,129,55,39
MSTRG.16725,2247,2176,1337,1410,2820,1127,1225
MSTRG.11183,198,168,211,224,459,126,138
MSTRG.11182,1,6,5,1,4,4,0
MSTRG.11181,12,6,4,3,14,2,5
MSTRG.11180,117,30,17,11,141,34,16
MSTRG.11187,3,0,0,0,8,5,6
MSTRG.11186,618,445,294,270,829,261,229
MSTRG.11185,4928,3313,4079,3515,10371,3610,3365
MSTRG.11184,10,0,3,4,14,5,0
MSTRG.11189,0,4,0,16,69,7,17
MSTRG.11188,2258,1810,1312,1334,4239,1566,1602
FBgn0259190,0,0,0,0,0,0,0
FBgn0259192,3,0,0,6,18,0,8
FBgn0259193,3,3,3,15,20,0,0
FBgn0259194,0,3,14,10,29,0,3
FBgn0259195,4,0,3,0,5,0,3
FBgn0259196,5,0,0,0,7,0,3
FBgn0038695,16,17,30,16,42,33,20
MSTRG.4300,0,0,0,8,18,8,0
MSTRG.4301,525,300,411,386,1154,265,389
MSTRG.4302,304,155,184,334,494,144,200
MSTRG.15408,18482,27800,16291,14641,37206,13227,11441
MSTRG.15409,26,33,25,36,80,21,25
MSTRG.15402,50,68,78,58,208,73,52
MSTRG.15403,89,78,49,50,142,52,57
MSTRG.15400,10,5,19,6,28,6,2
MSTRG.15401,0,2,4,15,18,7,3
MSTRG.15406,6,2,0,15,8,4,3
MSTRG.15407,9,0,0,0,1,2,1
MSTRG.15404,1795,1432,1035,1252,3477,1028,1175
MSTRG.15405,245,246,301,164,586,195,137
MSTRG.4306,1498,741,966,952,2750,731,938
MSTRG.4307,87,31,74,51,182,60,66
MSTRG.17808,4,0,6,7,7,8,4
MSTRG.17809,31,22,29,38,77,19,14
MSTRG.17804,30,22,50,84,160,63,53
MSTRG.17805,793,540,516,482,1461,545,481
MSTRG.17806,0,6,0,9,1,0,5
MSTRG.17807,0,1,6,3,0,2,3
MSTRG.17800,0,0,0,0,0,0,0
MSTRG.17801,157,99,77,117,201,107,133
MSTRG.17802,797,653,632,562,1762,553,506
MSTRG.17803,27,29,39,79,91,49,32
MSTRG.8006,0,0,0,0,0,0,0
MSTRG.10638,6,1,5,14,6,2,3
MSTRG.10639,393,320,207,219,686,216,233
MSTRG.10632,0,0,13,15,16,13,11
MSTRG.10633,103,121,2523,95,7109,70,1879
MSTRG.10630,13,6,26,15,29,6,36
MSTRG.10631,6,10,22,12,40,6,19
MSTRG.10636,16646,17119,10687,9774,28400,8310,8228
MSTRG.10637,1727,1992,1155,953,2490,774,925
MSTRG.10634,5,0,3,0,0,0,0
MSTRG.10635,15,12,11,41,31,6,17
FBgn0267168,3,0,0,0,9,0,0
FBgn0267169,2,0,8,0,6,0,0
FBgn0032364,0,3,0,0,0,0,0
FBgn0032365,0,0,3,0,0,0,0
FBgn0267165,0,0,0,0,3,0,4
FBgn0267166,0,0,0,0,6,0,0
FBgn0032369,3,0,11,3,53,8,3
MSTRG.8617,0,1,2,2,10,3,0
MSTRG.12678,4,0,20,16,29,4,8
MSTRG.12679,10,20,16,37,44,12,23
MSTRG.12674,33,48,17,3,13,26,8
MSTRG.12675,282,196,1247,1437,3853,952,647
MSTRG.12676,0,6,26,13,42,9,26
MSTRG.12677,0,3,0,3,5,8,8
MSTRG.12670,128,151,90,83,252,55,72
MSTRG.12671,149,138,73,127,468,107,185
MSTRG.12672,116,62,67,81,283,72,140
MSTRG.12673,7,3,1,4,16,1,2
MSTRG.8618,369,509,220,235,386,206,200
MSTRG.17112,8038,9725,4726,5858,14586,5454,3602
MSTRG.17113,258,64,52,88,145,57,54
MSTRG.17110,1,4,10,1,12,5,2
MSTRG.17111,383,399,305,304,844,284,185
MSTRG.17116,3,0,2,8,4,8,3
MSTRG.17117,5,9,5,11,27,7,7
MSTRG.17114,0,0,0,0,0,0,0
MSTRG.17115,146,54,103,76,239,145,63
MSTRG.17118,8,11,4,0,0,8,5
MSTRG.17119,17,4,0,2,1,1,3
FBgn0037857,6,0,0,0,10,0,0
MSTRG.12414,527,571,598,602,1988,394,515
MSTRG.15012,0,0,0,0,0,0,0
MSTRG.1852,0,5,0,0,7,0,6
MSTRG.12416,196,119,121,150,353,130,165
MSTRG.12098,4,14,7,13,31,9,26
MSTRG.12099,0,0,0,0,3,13,4
MSTRG.1850,2,2,3,7,3,12,5
MSTRG.12090,0,0,2,2,0,2,1
MSTRG.6805,0,0,2,3,0,2,0
MSTRG.12092,2,6,4,3,12,3,3
MSTRG.12093,53,21,30,35,78,33,33
MSTRG.12094,42,36,42,33,86,49,46
MSTRG.12095,5,2,2,0,26,5,0
MSTRG.12096,10,1,0,1,3,1,1
MSTRG.1856,2157,1511,1152,1175,3636,1341,1513
MSTRG.6807,0,0,0,5,15,0,0
MSTRG.6806,3,1,3,1,4,0,2
MSTRG.18931,1288,1549,1131,699,2094,859,789
MSTRG.18930,105,100,121,118,229,77,95
MSTRG.18933,433,263,367,369,822,325,324
MSTRG.18932,632,534,266,498,2014,606,559
MSTRG.18935,201,173,112,142,387,137,145
MSTRG.18934,25,30,43,56,99,32,32
MSTRG.18937,933,885,593,597,1511,664,604
MSTRG.18936,380,896,316,236,691,376,169
MSTRG.18939,0,1,0,0,21,0,0
MSTRG.18938,1448,3515,860,491,1522,1365,523
MSTRG.8089,419,378,435,297,825,467,341
MSTRG.8088,183,261,229,195,277,181,147
MSTRG.8087,108,81,84,57,188,83,91
MSTRG.8086,472,399,289,266,631,223,222
MSTRG.8085,1632,1481,1084,889,2647,1009,1008
MSTRG.8084,639,361,504,355,659,260,300
MSTRG.8083,3060,2092,1617,2269,5565,2615,2310
MSTRG.8082,943,983,851,617,1771,551,565
MSTRG.8081,655,490,372,297,1070,321,310
MSTRG.8080,84,59,77,64,168,58,46
FBgn0052301,4,0,3,0,0,0,0
FBgn0052305,0,0,0,0,0,0,0
MSTRG.3503,3,0,0,3,3,3,3
MSTRG.3502,367,293,334,306,623,217,208
MSTRG.516,101,64,64,58,186,81,63
MSTRG.3500,9,3,0,7,25,7,0
MSTRG.3507,117,109,93,83,259,81,105
MSTRG.3506,114,109,75,72,184,57,77
MSTRG.3505,178,168,219,114,450,171,120
MSTRG.513,4276,2895,2602,2927,6458,2682,2579
MSTRG.3509,215,117,162,152,222,154,139
MSTRG.3508,6619,4389,4607,4620,12468,5187,5119
